"","Course Code","Course Name","Course Description","Credit Amount","Antirequisite","Corequisite","Prerequisite","Recommended Preperation","Hours","Lecture","Lab","Seminar","Tutorial","Breadth Requirement","Distribution Requirement","Delivery Format","Note"
"46","APM348H1","Mathematical Modelling","Previous Course Number: MAT482. An overview of mathematical modelling. A variety of approaches for representing physical situations mathematically followed by analytical techniques and numerical simulations to gain insight. Questions from biology, economics, engineering, medicine, physics, physiology, and the social sciences formulated as problems in optimization, differential equations, and probability. Precise content varies with instructor. ",3,"MAT482H1 (Topics in Mathematics: Topics in Mathematical Modelling), offered in Winter 2019","","MAT244H1 or MAT267H1, MAT224H1 or MAT247H1, STA237H1 or STA247H1 or STA257H1 or MAT377H1","","36L/22P",TRUE,TRUE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"47","MAT351Y1","Partial Differential Equations","This is a first course in Partial Differential Equations, intended for Mathematics students with interests in analysis, mathematical physics, geometry, and optimization. The examples to be discussed include first-order equations, harmonic functions, the diffusion equation, the wave equation, Schrodinger's equation, and eigenvalue problems. In addition to the classical representation formulas for the solutions of these equations, there are techniques that apply more broadly: the notion of well-posedness, the method of characteristics, energy methods, maximum and comparison principles, fundamental solutions, Green's functions, Duhamel's principle, Fourier series, the min-max characterization of eigenvalues, Bessel functions, spherical harmonics, and distributions. Nonlinear phenomena such as shock waves and solitary waves are also introduced. ",6,"APM351Y1","","MAT257Y1 or MAT237Y1 (85%), MAT267H1","","72L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"48","MAT354H1","Complex Analysis I","Complex numbers, the complex plane and Riemann sphere, Möbius transformations, elementary functions and their mapping properties, conformal mapping, holomorphic functions, Cauchy's theorem and integral formula. Taylor and Laurent series, maximum modulus principle, Schwarz' lemma, residue theorem and residue calculus. ",3,"","","MAT257Y1","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"49","MAT357H1","Foundations of Real Analysis","Function spaces; Arzela-Ascoli theorem, Weierstrass approximation theorem, Fourier series. Introduction to Banach and Hilbert spaces; contraction mapping principle, fundamental existence and uniqueness theorem for ordinary differential equations. Lebesgue integral; convergence theorems, comparison with Riemann integral, L^p spaces. Applications to probability. ",3,"MAT438H5","","MAT257Y1","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"50","MAT363H1","Geometry of Curves and Surfaces","Curves and surfaces in 3-spaces. Frenet formulas. Curvature and geodesics. Gauss map. Minimal surfaces. Gauss-Bonnet theorem for surfaces. Surfaces of constant curvature. ",3,"","","MAT224H1 or MATB24H3 or MAT224H5 or MAT247H1 or MAT247H5, MAT237Y1 or ( MATB41H3, MATB42H3, MATB43H3) or MAT237Y5 or MAT257Y1 ( MAT257Y1 can be taken concurrently). For FASE students, MAT185H1, MAT194H1, MAT195H1, AER210H1.","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"51","MAT367H1","Differential Geometry","Manifolds, partitions of unity, submersions and immersions, vector fields, vector bundles, tangent and cotangent bundles, foliations and Frobenius’ theorem, multilinear algebra, differential forms, Stokes’ theorem, Poincare-Hopf theorem. ",3,"","","MAT257Y1 or ( MAT224H1 or MAT247H1, MAT237Y1, MAT246H1 or MAT157Y1)","MAT257Y1, MAT240H1, MAT247H1","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"52","MAT377H1","Mathematical Probability","This course introduces students to various topics in mathematical probability theory. Topics include basic concepts (such as probability, random variables, expectations, conditional probability) from a mathematical point of view, examples of distributions and stochastic processes and their properties, convergence results (such as the law of large numbers, central limit theorem, random series, etc.), various inequalities, and examples of applications of probabilistic ideas beyond statistics (for example, in geometry and computer science). ",3,"STA347H1","","MAT247H1 or MAT247H5, MAT257Y1","","36L/12T",TRUE,FALSE,FALSE,TRUE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"53","MAT382H1","Topics in Mathematics","A course in mathematics on a topic outside the current undergraduate offerings. For information on the specific topic to be studied and possible additional prerequisites, go to http://www.math.toronto.edu/cms/current-students-ug/ ",3,"","","2.5 AMP orMAT credits at the 100 or200-level. Possible additional topic-specific prerequisites.","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"54","MAT390H1","History of Mathematics up to 1700","A survey of ancient, medieval, and early modern mathematics with emphasis on historical issues. (Offered in alternate years) ",3,"HPS309H1 or HPS310Y1 or HPS390H1","","1.0 APM orMAT credit at the 200-level","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"55","MAT391H1","History of Mathematics after 1700","A survey of the development of mathematics from 1700 to the present with emphasis on technical development. (Offered in alternate years) ",3,"HPS309H1 or HPS310H1 or HPS391H1","","1.0 APM orMAT credit at the 200 level","","24L/12T",TRUE,FALSE,FALSE,TRUE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"56","MAT395H1","Independent Reading in Mathematics","Independent reading under the direction of a faculty member. Topic must be outside current undergraduate offerings. Similar workload to a 36L course. Not eligible for CR/NCR option. Completed applications for this course are due to the Math Undergraduate Program Office no later than the third day of the term that the reading course will start. ",3,"","","Minimum GPA of 3.5 in APM and MAT courses. Permission of the Associate Chair for Undergraduate Studies and of the prospective supervisor","","",FALSE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"57","MAT396H1","Independent Reading in Mathematics","Independent study under the direction of a faculty member. Topic must be outside undergraduate offerings. Similar workload to a 36L course. Not eligible for CR/NCR option. Completed applications for this course are due to the Math Undergraduate Program Office no later than the third day of the term that the reading course will start. ",3,"","","Minimum GPA of 3.5 in APM and MAT courses. Permission of the Associate Chair for Undergraduate Studies and of the prospective supervisor.","","",FALSE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"58","APM396H1","Independent Reading in Applied Mathematics","Independent study under the direction of a faculty member. Topic must be outside undergraduate offerings. Similar workload to a 36L course. Not eligible for CR/NCR option. This course requires an application. Completed applications for this course are due to the Math Undergraduate Program Office no later than the third day of the term that the reading course will start. ",3,"","","Minimum GPA 3.5 for APM and MAT courses, permission of the Associate Chair for Undergraduate Studies and of the prospective supervisor.","","",FALSE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"59","MAT397Y1","Research Project in Mathematics","Independent research under the direction of a faculty member. Workload similar to a 72L course. Not eligible for CR/NCR option. Completed applications for this course are due to the Math Undergraduate Program Office no later than the third day of the term that the reading course will start. ",6,"","","Minimum GPA of 3.5 in APM and MAT courses. Permission of the Associate Chair for Undergraduate Studies and of the prospective supervisor.","","",FALSE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"60","MAT398H0","Research Excursions","An instructor-supervised group project in an off-campus setting. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities…. Not eligible for CR/NCR option. ",3,"","","","","",FALSE,FALSE,FALSE,FALSE,"","Science","In Class",""
"61","MAT398Y0","Research Excursions","An instructor-supervised group project in an off-campus setting. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities…. Not eligible for CR/NCR option. ",6,"","","","","",FALSE,FALSE,FALSE,FALSE,"","Science","In Class",""
"62","MAT399Y1","Research Opportunity Program","Credit course for supervised participation in faculty research project. Details at https://www.artsci.utoronto.ca/current/academics/research-opportunities…. Not eligible for CR/NCR option. ",6,"","","","","",FALSE,FALSE,FALSE,FALSE,"","","In Class",""
"63","MAT401H1","Polynomial Equations and Fields","Commutative rings; quotient rings. Construction of the rationals. Polynomial algebra. Fields and Galois theory: Field extensions, adjunction of roots of a polynomial. Constructibility, trisection of angles, construction of regular polygons. Galois groups of polynomials, in particular cubics, quartics. Insolvability of quintics by radicals. ",3,"MAT347Y1","","MAT301H1","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"64","MAT402H1","Classical Geometries","Euclidean and non-Euclidean plane and space geometries. Real and complex projective space. Models of the hyperbolic plane. Connections with the geometry of surfaces. ",3,"","","MAT301H1 or MAT347Y1, MAT235Y1 or MAT237Y1 or MAT257Y1","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"65","MAT409H1","Set Theory","Set theory and its relations with other branches of mathematics. ZFC axioms. Ordinal and cardinal numbers. Reflection principle. Constructible sets and the continuum hypothesis. Introduction to independence proofs. Topics from large cardinals, infinitary combinatorics and descriptive set theory. Joint undergraduate/graduate course - MAT409H1/MAT1404H ",3,"","","MAT357H1","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"66","MAT415H1","Algebraic Number Theory","A selection from the following: finite fields; global and local fields; valuation theory; ideals and divisors; differents and discriminants; ramification and inertia; class numbers and units; cyclotomic fields; Diophantine equations. ",3,"","","MAT347Y1","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"67","MAT417H1","Analytic Number Theory","A selection from the following: distribution of primes, especially in arithmetic progressions and short intervals; exponential sums; Hardy-Littlewood and dispersion methods; character sums and L-functions; the Riemann zeta-function; sieve methods, large and small; Diophantine approximation, modular forms. Joint undergraduate/graduate course - MAT417H1/MAT1202H ",3,"","","MAT334H1 or MAT354H1","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"68","APM421H1","Mathematical Foundations of Quantum Mechanics","Key concepts and mathematical structure of Quantum Mechanics, with applications to topics of current interest such as quantum information theory. The core part of the course covers the following topics: Schroedinger equation, quantum observables, spectrum and evolution, motion in electro-magnetic field, angular momentum and O(3) and SU(2) groups, spin and statistics, semi-classical asymptotics, perturbation theory. More advanced topics may include: adiabatic theory and geometrical phases, Hartree-Fock theory, Bose-Einstein condensation, the second quantization, density matrix and quantum statistics, open systems and Lindblad evolution, quantum entropy, quantum channels, quantum Shannon theorems. Joint undergraduate/graduate course - APM421H1/MAT1723H ",3,"","","( MAT224H1 or MAT247H1, MAT337H1) or MAT357H1","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"69","MAT425H1","Differential Topology","Smooth manifolds, Sard's theorem and transversality. Morse theory. Immersion and embedding theorems. Intersection theory. Borsuk-Ulam theorem. Vector fields and Euler characteristic. Hopf degree theorem. Additional topics may vary. ",3,"","","MAT257Y1, MAT327H1","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"70","APM426H1","General Relativity","Einstein's theory of gravity. Special relativity and the geometry of Lorentz manifolds. Gravity as a manifestation of spacetime curvature. Einstein's equations. Cosmological implications: big bang and inflationary universe. Schwarzschild stars: bending of light and perihelion precession of Mercury. Topics from black hole dynamics and gravitational waves. The Penrose singularity theorem. Joint undergraduate/graduate course - APM426H1/MAT1700H ",3,"","","MAT363H1 or MAT367H1","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"71","MAT436H1","Introduction to Linear Operators","The course will survey the branch of mathematics developed (in its abstract form) primarily in the twentieth century and referred to variously as functional analysis, linear operators in Hilbert space, and operator algebras, among other names (for instance, more recently, to reflect the rapidly increasing scope of the subject, the phrase non-commutative geometry has been introduced). The intention will be to discuss a number of the topics in Pedersen's textbook Analysis Now. Students will be encouraged to lecture on some of the material, and also to work through some of the exercises in the textbook (or in the suggested reference books). Joint undergraduate/graduate course - MAT436H1/MAT1011H ",3,"","","5.0 MAT credits, including MAT224H1 or MAT247H1 and MAT237Y1 or MAT257Y1","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"72","MAT437H1","K-Theory and C* Algebras","The theory of operator algebras was begun by John von Neumann eighty years ago. In one of the most important innovations of this theory, von Neumann and Murray introduced a notion of equivalence of projections in a self-adjoint algebra (*-algebra) of Hilbert space operators that was compatible with addition of orthogonal projections (also in matrix algebras over the algebra), and so gave rise to an abelian semigroup, now referred to as the Murray-von Neumann semigroup. Later, Grothendieck in geometry, Atiyah and Hirzebruch in topology, and Serre in the setting of arbitrary rings (pertinent for instance for number theory), considered similar constructions. The enveloping group of the semigroup considered in each of these settings is now referred to as the K-group (Grothendieck's terminology), or as the Grothendieck group. Among the many indications of the depth of this construction was the discovery of Atiyah and Hirzebruch that Bott periodicity could be expressed in a simple way using the K-group. Also, Atiyah and Singer famously showed that K-theory was important in connection with the Fredholm index. Partly because of these developments, K-theory very soon became important again in the theory of operator algebras. (And in turn, operator algebras became increasingly important in other branches of mathematics.) The purpose of this course is to give a general, elementary, introduction to the ideas of K-theory in the operator algebra context. (Very briefly, K-theory generalizes the notion of dimension of a vector space.) The course will begin with a description of the method (K-theoretical in spirit) used by Murray and von Neumann to give a rough initial classification of von Neumann algebras (into types I, II, and III). It will centre around the relatively recent use of K-theory to study Bratteli's approximately finite-dimensional C*-algebras---both to classify them (a result that can be formulated and proved purely algebraically), and to prove that the class of these C*-algebras---what Bratteli called AF algebras---is closed under passing to extensions (a result that uses the Bott periodicity feature of K-theory). Students will be encouraged to prepare oral or written reports on various subjects related to the course, including basic theory and applications. Joint undergraduate/graduate course - MAT437H1/MAT1016H ",3,"","","5.0 MAT credits, including MAT224H1 or MAT247H1 and MAT237Y1 or MAT257Y1","Students are encouraged to execute basic research that answers the question, what is an abelian group?","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"73","APM441H1","Asymptotic and Perturbation Methods","Asymptotic series. Asymptotic methods for integrals: stationary phase and steepest descent. Regular perturbations for algebraic and differential equations. Singular perturbation methods for ordinary differential equations: W.K.B., strained co-ordinates, matched asymptotics, multiple scales. (Emphasizes techniques; problems drawn from physics and engineering) ",3,"","","APM346H1 or MAT351Y1, MAT334H1 or MAT354H1","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"74","MAT445H1","Representation Theory","A selection of topics from: Representation theory of finite groups, topological groups and compact groups. Group algebras. Character theory and orthogonality relations. Weyl's character formula for compact semisimple Lie groups. Induced representations. Structure theory and representations of semisimple Lie algebras. Determination of the complex Lie algebras. Joint undergraduate/graduate - MAT445H1/MAT1196H ",3,"","","MAT347Y1","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"75","APM446H1","Applied Nonlinear Equations","Partial differential equations appearing in physics, material sciences, biology, geometry, and engineering. Nonlinear evolution equations. Existence and long-time behaviour of solutions. Existence of static, traveling wave, self-similar, topological and localized solutions. Stability. Formation of singularities and pattern formation. Fixed point theorems, spectral analysis, bifurcation theory. Equations considered in this course may include: Allen-Cahn equation (material science), Ginzburg-Landau equation (condensed matter physics), Cahn-Hilliard (material science, biology), nonlinear Schroedinger equation (quantum and plasma physics, water waves, etc). mean curvature flow (geometry, material sciences), Fisher-Kolmogorov-Petrovskii-Piskunov (combustion theory, biology), Keller-Segel equations (biology), and Chern-Simons equations (particle and condensed matter physics). Joint undergraduate/graduate course - APM446H1/MAT1508H ",3,"","","APM346H1 or MAT351Y1","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"76","MAT448H1","Introduction to Commutative Algebra and Algebraic Geometry","Basic notions of algebraic geometry, with emphasis on commutative algebra or geometry according to the interests of the instructor. Algebraic topics: localization, integral dependence and Hilbert's Nullstellensatz, valuation theory, power series rings and completion, dimension theory. Geometric topics: affine and projective varieties, dimension and intersection theory, curves and surfaces, varieties over the complex numbers. This course will be offered in alternating years. Joint undergraduate/graduate course - MAT448H1/MAT1155H ",3,"","","MAT347Y1","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"77","MAT449H1","Algebraic Curves","Projective geometry. Curves and Riemann surfaces. Algebraic methods. Intersection of curves; linear systems; Bezout's theorem. Cubics and elliptic curves. Riemann-Roch theorem. Newton polygon and Puiseux expansion; resolution of singularities. This course will be offered in alternating years. ",3,"","","MAT347Y1, MAT354H1","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"78","MAT454H1","Complex Analysis II","Harmonic functions, Harnack's principle, Poisson's integral formula and Dirichlet's problem. Infinite products and the gamma function. Normal families and the Riemann mapping theorem. Analytic continuation, monodromy theorem and elementary Riemann surfaces. Elliptic functions, the modular function and the little Picard theorem. Joint undergraduate/graduate course - MAT454H1/MAT1002H ",3,"","","MAT354H1","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"79","MAT457H1","Advanced Real Analysis I","Lebesgue measure and integration; convergence theorems, Fubini's theorem, Lebesgue differentiation theorem, abstract measures, Caratheodory theorem, Radon-Nikodym theorem. Hilbert spaces, orthonormal bases, Riesz representation theorem, compact operators, L^p spaces, Hölder and Minkowski inequalities. Joint undergraduate/graduate course - MAT457H1/MAT1000H ",3,"MAT457Y1","","MAT357H1","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"80","MAT458H1","Advanced Real Analysis II","Fourier series and transform, convergence results, Fourier inversion theorem, L^2 theory, estimates, convolutions. Banach spaces, duals, weak topology, weak compactness, Hahn-Banach theorem, open mapping theorem, uniform boundedness theorem. Joint undergraduate/graduate course - MAT458H1/MAT1001H ",3,"MAT457Y1","","MAT457H1","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"81","MAT461H1","Hamiltonian Mechanics","This course focuses on key notions of classical mechanics: Newton equations, variational principles, Lagrangian formulation and Euler-Lagrange equations, the motion in a central force, the motion of a rigid body, small oscillations, Hamiltonian formulation, canonical transformations, Hamilton-Jacobi theory, action-angle variables, and integrable systems. ",3,"","","MAT244H1 or MAT267H1, MAT337H1 or MAT367H1, APM346H1 or MAT351Y1","MAT267H1, MAT367H1","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"82","APM461H1","Combinatorial Methods","A selection of topics from such areas as graph theory, combinatorial algorithms, enumeration, construction of combinatorial identities. Joint undergraduate/graduate course - APM461H1/MAT1302H ",3,"","","MAT224H1 or MAT247H1, MAT137Y1 or MAT157Y1, MAT301H1 or MAT347Y1","MAT344H1","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"83","APM462H1","Nonlinear Optimization","An introduction to first and second order conditions for finite and infinite dimensional optimization problems with mention of available software. Topics include Lagrange multipliers, Kuhn-Tucker conditions, convexity and calculus of variations. Basic numerical search methods and software packages which implement them will be discussed. ",3,"","","( MAT223H1, MAT224H1) or MAT247H1, MAT235Y1 or MAT237Y1 or MAT257Y1","MAT336H1 or MAT337H1","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"84","MAT464H1","Riemannian Geometry","Riemannian metrics. Levi-Civita connection. Geodesics. Exponential map. Second fundamental form. Complete manifolds and Hopf-Rinow theorem. Curvature tensors. Ricci curvature and scalar curvature. Spaces of constant curvature. Joint undergraduate/graduate course - MAT464H1/MAT1342H ",3,"","","MAT367H1","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"85","APM466H1","Mathematical Theory of Finance","Introduction to the basic mathematical techniques in pricing theory and risk management: Stochastic calculus, single-period finance, financial derivatives (tree-approximation and Black-Scholes model for equity derivatives, American derivatives, numerical methods, lattice models for interest-rate derivatives), value at risk, credit risk, portfolio theory. Joint undergraduate/graduate course - APM466H1/MAT1856H ",3,"","STA457H1","APM346H1, STA347H1","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"86","MAT475H1","Problem Solving Seminar","This course addresses the question: How do you attack a problem the likes of which you have never seen before? Students will apply Polya's principles of mathematical problem solving, draw upon their previous mathematical knowledge, and explore the creative side of mathematics in solving a variety of interesting problems and explaining those solutions to others. ",3,"","","MAT224H1 or MAT247H1, MAT235Y1 or MAT237Y1 or MAT257Y1, and at least 1.0 credit at the 300+ level in APM orMAT","","",FALSE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"87","MAT477H1","Seminar in Mathematics","Seminar in an advanced topic. Content will generally vary from semester to semester. Student presentations are required. ",3,"","","MAT347Y1, MAT354H1, MAT357H1","","",FALSE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"88","MAT478H1","Seminar in Mathematics","Seminar in an advanced topic. Content will generally vary from semester to semester. Student presentations are required. ",3,"","","MAT347Y1, MAT354H1, MAT357H1","","",FALSE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"89","MAT482H1","Topics in Mathematics","A course in mathematics on a topic outside the current undergraduate offerings. For information on the specific topic to be studied and possible additional prerequisites, go to http://www.math.toronto.edu/cms/current-students-ug/. Joint undergraduate/graduate course - MAT482H1/MAT1901H ",3,"","","6.0 APM orMAT credits at the 100, 200 and 300-level. Possible additional topic-specific prerequisites.","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"90","MAT483H1","Topics in Mathematics","A course in mathematics on a topic outside the current undergraduate offerings. For information on the specific topic to be studied and possible additional prerequisites, go to http://www.math.toronto.edu/cms/current-students-ug/. ",3,"","","6.0 APM orMAT credits at the 100, 200 and 300-level. Possible additional topic-specific prerequisites.","","36L",TRUE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"91","MAT495H1","Independent Reading in Mathematics","Independent study under the direction of a faculty member. Topic must be outside undergraduate offerings. Workload equivalent to a 36L course. Not eligible for CR/NCR option. Completed applications for this course are due to the Math Undergraduate Program Office no later than the third day of the term that the reading course will start. ",3,"","","Minimum GPA of 3.5 in APM and MAT courses. Permission of the Associate Chair for Undergraduate Studies and of the prospective supervisor","","",FALSE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"92","APM496H1","Independent Readings in Applied Mathematics","Independent study under the direction of a faculty member. Topic must be outside current undergraduate offerings. Similar workload to a course that has 36 lecture hours. Not eligible for CR/NCR option. Completed applications for this course are due to the Math Undergraduate Program Office no later than the third day of the term that the reading course will start. ",3,"","","minimum GPA 3.5 for APM and MAT courses. Permission of the Associate Chair for Undergraduate Studies and of the prospective supervisor","","",FALSE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"93","MAT496H1","Independent Reading in Mathematics","Independent study under the direction of a faculty member. Topic must be outside undergraduate offerings. Workload equivalent to a 36L course. Not eligible for CR/NCR option. Completed applications for this course are due to the Math Undergraduate Program Office no later than the third day of the term that the reading course will start. ",3,"","","Minimum GPA of 3.5 in APM and MAT courses. Permission of the Associate Chair for Undergraduate Studies and of the prospective supervisor.","","",FALSE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"94","MAT497Y1","Research Project in Mathematics","Independent research under the direction of a faculty member. Not eligible for CR/NCR option. Similar workload to a 72L course. Completed applications for this course are due to the Math Undergraduate Program Office no later than the third day of the term that the reading course will start. ",6,"","","Minimum GPA of 3.5 in APM and MAT courses. Permission of the Associate Chair for Undergraduate Studies and of the prospective supervisor","","",FALSE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
"95","MAT499Y1","Readings in Mathematics","Independent study under the direction of a faculty member. Topic must be outside undergraduate offerings. Workload equivalent to a 72L course. Not eligible for CR/NCR option. Completed applications for this course are due to the Math Undergraduate Program Office no later than the third day of the term that the reading course will start. ",6,"","","Minimum GPA of 3.5 in APM and MAT courses. Permission of the Associate Chair for Undergraduate Studies and of the prospective supervisor.","","",FALSE,FALSE,FALSE,FALSE,"The Physical and Mathematical Universes (5)","Science","In Class",""
