"","Course Code","Course Name","Course Description","Credit Amount","Antirequisite","Corequisite","Prerequisite","Hours","Lecture","Lab","Tutorial","Note"
"77","BU477","Auditing","A study of auditing concepts, objectives, standards and practices, the course includes an analysis of the professional ethics, responsibilities and changing role of auditors in society, and a consideration of current issues.",3,"","","BU397.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"78","BU479","High-Tech Marketing","This course examines the process whereby high-tech firms market their products and services. It discusses the nature of technology adoption and diffusion, the relevant theoretical concepts involved and the ways and means for high-tech firms to compete successfully. The marketing tools and decision models adopted by high-tech firms and the factors contributing to their marketing success and failures are discussed.",3,"BU492g.","","BU362.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"79","BU480","Independent Research","Students with permission of the department can undertake a major paper in the field of business. The paper will be directed and graded by a member of the faculty.",3,"","Year 4 standing in the Honours BBA program and permission of the instructor.","Approval by the Associate Dean of Business: Academic Programs, the BBA director and approval of the topic by the appropriate area co-ordinator.","",FALSE,FALSE,FALSE,"Irregular course"
"80","BU481","Business Policy I","Business Policy I is the first of two courses dealing with strategic management, and providing an understanding of the process of strategy formulation and implementation. The course is case-oriented and integrates concepts from other more specialized courses.",3,"MB486","","BU283. Students in Honours BBA or Honours BA Economics and Accounting must have registration status: Year 4 or 5.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"81","BU482","Sales Management","This course is designed to develop and apply a framework for dealing with sales management. It will develop skills in planning sales strategy; in recruiting, selecting, training, motivating, organizing and controlling a field sales force; and in persuasive communication. The students will research a sales management problem as well as work with a sales manager in the field. The course is heavily case-oriented.",3,"","","BU362.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"82","BU483","Life and Health Insurance","This course covers life, health insurance and annuities. Industry regulation and trends, insurance products and pricing, investment portfolio management and the risk hedging of insurance companies will be the focus of the course. Government involvement in pensions and health insurance will also be discussed.",3,"","","BU393.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"83","BU485","Environmental Management for Operations","This course examines operations techniques to support a proactive approach to good corporate citizenship in environmental performance. Topics will cover product-lifecycle analysis, overview of regulations (provincial, federal, global), resource management, risk analysis, integrated waste management, pollution prevention planning and implementation, Total Quality Environmental Management (TQEM), Environmental Management Systems (EMS) and ISO 14000.",3,"","","BU375 (or BU395).","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"84","BU486","Data Analytics and Accounting Information Systems","This course enhances students knowledge in two areas: data analytics, or acquiring, processing, and visualizing data to obtain business insights and improve decision making; and accounting information systems, which covers topics including the development, control and monitoring of accounting information systems.",3,"BU415; CS 330 and CS 490 (University of Waterloo).","BU477.","BU397.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,"Honours BBA and Honours Economics and Accounting students intending to pursue professional accounting designations must take BU486, not BU415."
"85","BU487","Advanced Accounting","Consideration is given to advanced accounting topics dealing with theory, techniques and reporting practices in such matters as: home office and branch interrelations, intercorporate investments, partnerships, fiduciary relationships, consignments, instalment sales and price-level accounting.",3,"","","BU397.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"86","BU488","Leadership","The purpose of this course is to understand the nature of effective leadership. Since leadership is central to the practice of management, this course will assist students in managing people and organizations more effectively.",3,"","","BU398.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"87","BU489","International Organizational Behaviour","This course will enhance your awareness of international business and the role which organizational behaviour plays in the outcomes achieved by the enterprise. Cultural awareness, organizational structures and forms, negotiations and international human resource management related matters will be addressed.",3,"","","BU398.","",FALSE,FALSE,FALSE,""
"88","BU490","Major Project","Students with permission of the department can undertake a major project in the field of business. The major project will involve a paper. The paper will be directed and graded by a member of the facuity and will normally be presented to students and/or faculty.",6,"","Year 4 standing in the Honours BBA program and permission of the instructor.","Approval by the Associate Dean of Business: Academic Programs, the BBA director and approval of the topic by the appropriate area co-ordinator.","",FALSE,FALSE,FALSE,"Irregular course"
"89","BU491","Business Policy II","This course explores how the organization's social, ethical and international context interacts with its competitive strategy.",3,"","","BU481.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"90","BU492","Seminar in Marketing","This course will offer students the opportunity for in-depth study of selected topics related to marketing. ** For current seminar courses and prerequisites, refer to the SBE website.",3,"","","Permission of the department.","",FALSE,FALSE,FALSE,"Irregular course"
"91","BU493","Seminar in Finance","This course offers students in-depth study of selected topics in finance. ** For current seminar courses and prerequisites, refer to the SBE website.",3,"","","Permission of the department.","",FALSE,FALSE,FALSE,"Irregular course"
"92","BU495","Seminar on Quantitative Business Analysis/Operations Management","This course will offer students the opportunity for in-depth study of selected topics in quantitative business analysis and/or operations management. ** For current seminar courses and prerequisites, refer to the SBE website.",3,"","","Permission of the department.","",FALSE,FALSE,FALSE,"Irregular course"
"93","BU496","Special Topics in Accounting","A study of such areas as accounting for non-profit organizations, governmental accounting, translation of foreign currencies, accounting for leases and deferred tax accounting. ** For current seminar courses and prerequisites, refer to the SBE website.",3,"","","Permission of the department.","",FALSE,FALSE,FALSE,"Irregular course"
"94","BU497","Seminar in Accounting","This seminar will consider the analysis and evaluation of accounting thought relating to the nature, measurement and reporting of business income and financial condition. Both internal and external points of view will be discussed. ** For current seminar courses and prerequisites, refer to the SBE website.",3,"","","Permission of the department.","",FALSE,FALSE,FALSE,"Irregular course"
"95","BU498","Seminar in Organizational Behaviour","Problems in the field of organizational behaviour will be studied. The course provides for an in-depth examination of specific issues or topics in the dynamics and understanding of human behaviour. The studies will be of specialized nature conducted in small actively participating groups. ** For current seminar courses and prerequisites, refer to the SBE website.",3,"","","Permission of the department.","",FALSE,FALSE,FALSE,"Irregular course"
"96","BU499","Minor Project","Students with permission of the department can undertake a minor project in the field of business. The minor project will involve a paper. The paper will be directed and graded by a member of the faculty.",1.5,"","Year 4 standing in the Honours BBA program and permission of the instructor.","Approval by the BBA director and approval of the topic by the appropriate area co-ordinator.","",FALSE,FALSE,FALSE,"Irregular course"
"97","ENTR100","Introduction to Business Principles for Entrepreneurs","This course is designed to provide non-business students that want to pursue entrepreneurship and the entrepreneurship core, the key foundational business knowledge they need to succeed in their own start-ups. Course material will cover the business environment, and basic accounting, finance, marketing, human resources, and operational principles. Exercises and assignments will also focus on soft skill development such as team, presentation, and negotiating skills.",3,"BU121, MB105.","","","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"98","ENTR200","The Entrepreneurial Method","The course is designed to help students understand the realities of entrepreneurship, develop an entrepreneurial mindset, and learn tools to enable success in their own startups. Students will be immersed in entrepreneurial practice through exposure to, and by working alongside entrepreneurs from the community. Group and individual class exercises and assignments will be used to develop the essential practices of an entrepreneur, learn the logic and methodology used by successful entrepreneurs, and become familiar with the application of business model canvas, value proposition design, customer development and lean start-up principles.",3,"BU311, BU440.","","","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"99","ENTR300","Business Model Creation","Students will develop and evolve a new venture idea to successfully achieve: problems-solution fit, product-market fit, and business model fit (drawing from lean start-up methodology). Specific techniques will enable students to launch a new venture without incurring unnecessary risk, while also maximizing their hopes for upside success. While the direct application of the course is to move from entrepreneurial idea to successful start-up, the broader implications for personal and career development include: increased business confidence, constructive creativity, increased sense of empowerment, effective change management, and enhanced career prospects.",3,"","","One of: ENTR200, BU440, SC200, SE200, MU200","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"100","ENTR301","Business Model Execution","Course activities and requirements will emphasize the following areas of skill development such as presentation skills, digital/web facility, managing a personal/business network, entrepreneurial research and deep subject matter engagement (persistence, tenacity, empathy, creation).",3,"","","ENTR300.","Hours per week:Lecture/Discussion: 3",TRUE,FALSE,FALSE,""
"101","ENTR310","Special Topics in Entrepreneurship","An in-depth examination of one applied and/or theoretical topic in entrepreneurship, to be chosen by the faculty.",3,"","","ENTR200 or permission of the instructor.","Hours per week:Tutorial/Seminar: 3",FALSE,FALSE,TRUE,""
"102","ENTR480","Independent Research","Students with permission of the department can undertake a major paper in the field of business. The paper will be directed and graded by a member of the faculty.",3,"","Year 4 or 5 standing in the Honours BBA program and permission of the instructor.","Approval by the Associate Dean of Business: Academic Programs, the BBA director and approval of the topic by the appropriate area co-ordinator.","Hours per week:Tutorial/Seminar: 3",FALSE,FALSE,TRUE,""
