"","Course Code","Course Name","Course Description","Credit Amount","Antirequisite","Corequisite","Prerequisite","Breadth Category","Quantitative Requirement","Writing Requirement"
"73","MATH 480W","The Art and Craft of Problem Solving","Designed for students with a strong interest in problem solving and the determination to persevere in seeking solutions to highly challenging mathematical problems. Intended as a preparation for the Putnam Competition, the most challenging and prestigious undergraduate mathematics competition in North America, in which effective presentation of solutions is as important as skill in problem solving. Reviews strategic principles, tactical approaches, and specific technical tools for problem solving, and mathematical problem solving folklore. Emphasis is placed on clarity of exposition and persuasiveness of written argument, and on development of communication skills. Students interested in MATH 480W are encouraged to take the course as soon as they meet the prerequisites, since performance in the Putnam Competition often improves with second and subsequent attempts. At least one of MACM 201, MATH 240, MATH 242, MATH 251, MATH 252 with a grade of at least A, or both of MACM 203, MACM 204 with a grade of at least A. Or permission of the instructor. Writing/",3,"Students with credit for MATH 370W may not take MATH 480W for credit.","","Prerequisite: MACM 201 with a grade of at least B.","",TRUE,FALSE
"74","MATH 486","Job Practicum V","This is an optional fifth term of work experience in a co-operative education program available to mathematics and statistics students. Units from this course do not count towards the units required for an SFU degree. This course may be repeated for additive credit. Students must apply at least one term in advance.",3,"","","Prerequisite: MATH 437 and permission of the co-op co-ordinator.","",FALSE,FALSE
"75","MATH 491","Honours Essay","Selected topics.",2,"","","Prerequisite: Written permission of the department undergraduate studies committee.","",FALSE,FALSE
"76","MATH 492","Directed Studies","Independent reading or research in topics selected in consultation with the supervising instructor.",4,"","","Prerequisite: Written permission of the department undergraduate studies committee.","",FALSE,FALSE
"77","MATH 493","Directed Studies","Independent reading or research in topics selected in consultation with the supervising instructor.",4,"","","Prerequisite: Written permission of the department undergraduate studies committee.","",FALSE,FALSE
"78","MATH 494","Directed Studies","Independent reading or research in topics selected in consultation with the supervising instructor.",4,"","","Prerequisite: Written permission of the department undergraduate studies committee.","",FALSE,FALSE
"79","MATH 495","Selected Topics in Applied Mathematics","The topics included in this course will vary from term to term depending on faculty availability and student interest.",3,"","","Prerequisite: Will be specified according to the particular topic or topics offered under this course number.","",FALSE,FALSE
"80","MATH 496","Selected Topics in Mathematics","The topics included in these courses will vary from term to term depending on faculty availability and student interest.",3,"","","Prerequisite: Will be specified according to the particular topic or topics offered under this course number.","",FALSE,FALSE
"81","MATH 497","Directed Studies","Independent reading or research in topics selected in consultation with the supervising instructor.",3,"","","Prerequisite: Written permission of the department undergraduate studies committee.","",FALSE,FALSE
"82","MATH 498","Communication and Research Skills in the Mathematical Sciences","Students will develop skills required for mathematical research. This course will focus on communication in both written and oral form. Students will write documents and prepare presentations in a variety of formats for academic and non-academic purposes. The LaTeX document preparation system will be used. Course will be given on a pass/fail basis. Students must have an approved project prior to enrollment.",1,"","Corequisite: MATH 499W.","","",FALSE,FALSE
"83","MATH 499W","Honours Research Project","An honours research project in mathematics is an original presentation of an area or problem in mathematics. A typical project is an original synthesis of knowledge generated from students research experience. A project can contain substantive, original mathematics, but need not. The presentation consists of a written report and an oral presentation both of which must be completed before the end of the exam period. Must be in an honours program with a GPA of at least 3.0. Students must have an approved project prior to enrollment.",5,"","Corequisite: MATH 498.","Prerequisite: 18 units of upper division MATH or MACM courses.","",FALSE,TRUE
"84","MATH 603","Foundations of Mathematics","Crises in mathematics, their historical and philosophical background and their resolution. Graduate students in the Department of Mathematics cannot take this course to satisfy their degree requirements.",4,"","","Prerequisite: Acceptance into the MSc program in mathematics education or permission of the department.","",FALSE,FALSE
"85","MATH 604","Geometry","Euclidean and non-Euclidean geometries. Klein's erlangen program. Graduate students in the Department of Mathematics cannot take this course to satisfy their degree requirements.",4,"","","Prerequisite: Entrance into the MSc in mathematics education program or permission of the department.","",FALSE,FALSE
"86","MATH 701","Computer Algebra","Data structures and algorithms for mathematical objects, including long integers, polynomials, and general mathematical formulae. Topics include computing polynomial greatest common divisors, the Fast Fourier transform, Hensel's lemma and p-adic methods, differentiation and simplification of formulae, and polynomial factorization. Students will use a computer algebra system such as Maple for calculations and programming. Students may not take a 700-division course if it is being offered in conjunction with a 400-division course which they have taken previously.",3,"","","","",FALSE,FALSE
"87","MATH 708","Discrete Optimization","Held jointly with MATH 408-3. See description for MATH 408-3. Students may not take a 700-division course if it is being offered in conjunction with a 400-division course which they have taken previously.",3,"","","","",FALSE,FALSE
"88","MATH 709","Numerical Linear Algebra and Optimization","Held jointly with MACM 409-3. See description for MACM 409-3. Students may not take a 700-division course if it is being offered in conjunction with a 400-division course which they have taken previously.",3,"","","","",FALSE,FALSE
"89","MATH 716","Numerical Analysis II","The numerical solution of ordinary differential equations and elliptic, hyperbolic and parabolic partial differential equations will be considered. Students may not take a 700-division course if it is being offered in conjunction with a 400-division course which they have taken previously.",3,"","","","",FALSE,FALSE
"90","MATH 718","Partial Differential Equations","First-order linear equations, the method of characteristics. The wave equation. Harmonic functions, the maximum principle, Green's functions. The heat equation. Distributions and transforms. Higher dimensional eigenvalue problems. An introduction to nonlinear equations. Burgers' equation and shock waves. Students may not take a 700-division course if it is being offered in conjunction with a 400-division course which they have taken previously.",3,"","","","",FALSE,FALSE
"91","MATH 719","Linear Analysis","Convergence in Euclidean spaces, Fourier series and their convergence, Legendre polynomials, Hermite and Laguerre polynomials. Students may not take a 700-division course if it is being offered in conjunction with a 400-division course which they have taken previously.",3,"","","","",FALSE,FALSE
"92","MATH 724","Applications of Complex Analysis","Conformal mapping, application to boundary value problems, Schwarz-Christoffel transformation, integral formulas, analytic continuation, argument principle. Students may not take a 700-division course if it is being offered in conjunction with a 400-division course which they have taken previously.",3,"","","","",FALSE,FALSE
"93","MATH 725","Real Analysis","Metric spaces, normed vector spaces, measure and integration, an introduction to functional analysis. Students may not take a 700-division course if it is being offered in conjunction with a 400-division course which they have taken previously.",3,"","","","",FALSE,FALSE
"94","MATH 739","Algebraic Systems - Selected Topics in Algebra","Algebraic systems including, for example, groups, rings. Polynomial theory. Students may not take a 700-division course if it is being offered in conjunction with a 400-division course which they have taken previously.",3,"","","Prerequisite: Appropriate knowledge of algebraic structures.","",FALSE,FALSE
"95","MATH 740","Galois Theory","An introduction to the theory of fields, with emphasis on Galois theory. Students may not take a 700-division course if it is being offered in conjunction with a 400-division course which they have taken previously.",3,"","","","",FALSE,FALSE
"96","MATH 741","Commutative Algebra and Algebraic Geometry","A study of ideals and varieties. Topics include affine varieties, ideals, the Hilbert basis theorem, resultants and elimination, Hilbert's Nullstellensatz, irreducible varieties and prime ideals, decomposition of varieties, polynomial mappings, quotient rings, projective space and projective varieties. Additional topics depending on the instructor. Groebner bases and automatic theorem proving in geometry, Bezout's theorem, dimension, and elliptic curves.",3,"","","","",FALSE,FALSE
"97","MATH 743","Combinatorial Theory","Design theory: Steiner triple systems, balanced incomplete block designs, latin squares, finite geometries. Enumeration: generating functions. Burnside's Lemma, Polya counting.",3,"Students with credit for MATH 443 may not take this course for further credit.","","","",FALSE,FALSE
"98","MATH 745","Graph Theory","Graph coloring, Hamiltonian graphs, planar graphs, random graphs, Ramsey theory, extremal problems, additional topics. Students may not take a 700-division course if it is being offered in conjunction with a 400-division course which they have taken previously.",3,"","","","",FALSE,FALSE
"99","MATH 747","Coding Theory","An introduction to the theory and practice of error-correcting codes. Topics will include finite fields, polynomial rings, linear and non-linear codes, BCH codes, convolutional codes, majority logic decoding, weight distribution of codes, and bounds on the size of codes. Students may not take a 700-division course if it is being offered in conjunction with a 400-division course which they have taken previously.",3,"","","","",FALSE,FALSE
"100","MATH 748","Network Flows","Held jointly with MATH 448-3. See description for MATH 448-3. Students may not take a 700-division course if it is being offered in conjunction with a 400-division course which they have taken previously.",3,"","","","",FALSE,FALSE
"101","MATH 761","Continuous Mathematical Models","Formulation, analysis and numerical solution of continuous mathematical models. Applications may be selected from topics in physics, biology, engineering and economics. Students may not take a 700-division course if it is being offered in conjunction with a 400-division course which they have taken previously.",3,"","","","",FALSE,FALSE
"102","MATH 762","Fluid Dynamics","Incompressible fluid flow phenomena: kinematics and equations of motion, viscous flow and boundary layer theory, potential flow, water waves. Aerodynamics. Students may not take a 700-division course if it is being offered in conjunction with a 400-division course which they have taken previously.",3,"","","","",FALSE,FALSE
"103","MATH 767","Dynamical Systems","Stability and bifurcation in vector fields and discrete maps. Centre manifold theory and applications of normal forms. Introduction to chaos, Lyapunov exponents, and normal hyperbolicity.",3,"","","","",FALSE,FALSE
"104","MATH 770","Variational Calculus","Held jointly with MATH 470-3. See description for MATH 470-3. Students may not take a 700-division course if it is being offered in conjunction with a 400-division course which they have taken previously.",3,"","","","",FALSE,FALSE
"105","MATH 795","Selected Topics in Applied Mathematics","Held jointly with MATH 495-3. See description for MATH 495-3. Students may not take a 700-division course if it is being offered in conjunction with a 400-division course which they have taken previously.",3,"","","","",FALSE,FALSE
"106","MATH 796","Selected Topics in Mathematics","Held jointly with MATH 496-3. See description for MATH 496-3. Students may not take a 700-division course if it is being offered in conjunction with a 400-division course which they have taken previously.",3,"","","","",FALSE,FALSE
"107","MATH 800","Mathematics: Selected Topics","",4,"","","","",FALSE,FALSE
"108","MATH 801","Computer Algebra","Computing with long integers, polynomials, and mathematical formulae. Topics include computing polynomial greatest common divisors, the Fast Fourier Transform, Hensel's Lemma and p-adic methods, differentiation and simplification of formulae, polynomial factorization. Integration of rational functions and elementary functions, Liouville's principle, the Risch algorithm. Students will use a computer algebra system such as Maple for calculations and programming. Students who have credit for either MACM 401 or MATH 701 may not take this course for further credit.",4,"","","","",FALSE,FALSE
"109","MATH 804","Operations Research: Selected Topics","Topics vary depending on faculty availability and student interests. Possible topics include: Applied and Computational Optimization, Approximation Algorithms, Convex Programming, Discrete Convexity and Optimization Methods in Finance.",4,"","","","",FALSE,FALSE
"110","MATH 808","Advanced Linear Programming","Convex geometry, the simplex method and duality, pivot rules, degeneracy, decomposition and column generation methods, the complexity of linear programming and the ellipsoid algorithm, interior point methods for linear programming.",4,"","","","",FALSE,FALSE
"111","MATH 817","Groups and Rings","A survey of graduate group and/or ring theory. Possible topics include generators and relations, composition series, Sylow theory, permutation groups, abelian groups, p-groups, nilpotent and solvable groups, aspects of simple groups, representation theory, group algebras, chain conditions, Jacobson radical, Chevalley-Jacobson density theorem, Wedderburn-Artin theorems.",4,"","","","",FALSE,FALSE
"112","MATH 818","Algebra and Geometry","An introduction to algebraic geometry with supporting commutative algebra. Possible topics include Hilbert basis theorem, Hilbert's Nullstellensatz, Groebner bases, ideal decomposition, local rings, dimension, tangent and cotangent spaces, differentials, varieties, morphisms, rational maps, non-singularity, intersections in projective space, cohomology theory, curves, surfaces, homological algebra.",4,"","","","",FALSE,FALSE
"113","MATH 819","Algebra: Selected Topics","",4,"","","","",FALSE,FALSE
"114","MATH 820","Graph Theory","Algebraic graph theory, extremal graph theory, coloring problems, path and cycle structure of graphs, application of graphs, hypergraphs, and current research topics.",4,"","","","",FALSE,FALSE
"115","MATH 821","Combinatorics","An introduction to the theory of incidence structures (finite geometries, block designs) and their relation to linear codes. Algebraic techniques - finite group actions, orbit enumeration, generation of orbit representatives. Exact and asymptotic enumeration of labelled and unlabelled structures.",4,"","","","",FALSE,FALSE
"116","MATH 827","Discrete Mathematics: Selected Topics","",4,"","","","",FALSE,FALSE
"117","MATH 831","Real Analysis I","An intensive study of Lebesque measure, integration and the Lebesque convergence theorems together with the treatment of such topics as absolute continuity, the fundamental theorem of calculus, the Lp-spaces, comparison of types of convergence in function spaces, the Baire category theorem.",4,"","","","",FALSE,FALSE
"118","MATH 833","Analysis: Selected Topics","",4,"","","","",FALSE,FALSE
"119","MATH 841","Topology: Selected Topics","",4,"","","","",FALSE,FALSE
"120","MATH 842","Algebraic Number Theory","Review of Galois theory, integrality, rings of integers, traces, norms, discriminants, ideals, Dedekind domains, class groups, unit groups, Minkowski theory, ramification, cyclotomic fields, valuations, completions, applications.",4,"","","","",FALSE,FALSE
"121","MATH 843","Analytic and Diophantine Number Theory","Arithmetical functions, distribution of prime numbers, theory of Dirichlet characters, Dirichlet series, theory of Riemann Zeta functions and Dirichlet L-functions, exponential sums, character sums, Diophantine equations, Diophantine approximations, applications.",4,"","","","",FALSE,FALSE
"122","MATH 845","Number Theory: Selected Topics","",4,"","","","",FALSE,FALSE
"123","MATH 846","Cryptography","An introduction to the subject of modern cryptography. Classical methods for cryptography and how to break them, the data encryption standard (DES), the advanced encryption standard (AES), differential and linear cryptanalysis. RSA and EIGamal public key cryptosystems, digital signatures, secure hash functions and pseudo-random number generation. Algorithms for computing with long integers including the use of probabilistic algorithms. Elliptic curve cryptography. Post-quantum cryptography.",4,"Students with credit for either MACM 442 or MATH 742 may not take this course for further credit.","","","",FALSE,FALSE
"124","MATH 875","PhD Preliminary Examination","A preliminary written examination covering a broad range of senior undergraduate material. Graded on a satisfactory/unsatisfactory basis. Only available to students in Mathematics PhD program.",0,"Students with credit for MATH 878 may not take this course for further credit.","Corequisite MATH 876.","Prerequisite: Corequisite MATH 876.","",FALSE,FALSE
"125","MATH 876","PhD Comprehensive Examination","A comprehensive written examination covering a broad range of graduate material. Graded on a satisfactory/unsatisfactory basis. Only available to students in Mathematics PhD program.",0,"Students with credit for MATH 878 may not take this course for further credit.","Corequisite MATH 875.","Prerequisite: Corequisite MATH 875.","",FALSE,FALSE
"126","MATH 877","Supplementary Reading","",1,"","","","",FALSE,FALSE
"127","MATH 878","PhD Comprehensive Examination","A comprehensive written examination covering a broad range of senior undergraduate and graduate material. Graded on a satisfactory/unsatisfactory basis.",0,"","","","",FALSE,FALSE
"128","MATH 879","PhD Thesis Proposal","An open oral defence of a written thesis proposal presented to the student's supervisory committee. Graded on a satisfactory/unsatisfactory basis.",0,"","","","",FALSE,FALSE
"129","MATH 880","MSc Project","A project leading to research in mathematics completed under the supervision of a faculty member. The project will consist of a written report and a public presentation. This course can only be used for credit towards the MSc project course option. Graded on a satisfactory/unsatisfactory basis.",6,"","","","",FALSE,FALSE
"130","MATH 888","Ph.D. Comprehensive Exam: Operations Research","A written examination covering a broad range of senior undergraduate and graduate mathematical material commonly used in Operations Research. Graded on a satisfactory/unsatisfactory basis.",0,"","","","",FALSE,FALSE
"131","MATH 890","Co-op I","First term of work experience in a co-operative education program. Graded on a satisfactory/unsatisfactory basis.",0,"","","","",FALSE,FALSE
"132","MATH 891","Co-op II","Second term of work experience in a co-operative education program. Graded on a satisfactory/unsatisfactory basis.",0,"","","","",FALSE,FALSE
"133","MATH 894","Reading","",2,"","","","",FALSE,FALSE
"134","MATH 895","Reading","",4,"","","","",FALSE,FALSE
"135","MATH 898","MSc Thesis (18)","Graded on a satisfactory/unsatisfactory basis.",18,"","","","",FALSE,FALSE
"136","MATH 899","PhD Thesis (18)","Graded on a satisfactory/unsatisfactory basis.",18,"","","","",FALSE,FALSE
