"","Course Code","Course Name","Course Description","Credit Amount","Antirequisite","Corequisite","Prerequisite","Breadth Category","Quantitative Requirement","Writing Requirement"
"77","BUS 431","Business with East Asian Countries","This course examines the opportunities and challenges of doing business with the Pacific Rim countries such as China, Japan and Korea. Topics include the following: the political and economic systems as they affect foreign investment; social and cultural systems as they affect management practices; the conduct of business negotiations for market entry; and marketing strategies. Recommended: BUS 346.",3,"","","Prerequisite: BUS 360W with a minimum grade of C-; 60 units.","",FALSE,FALSE
"78","BUS 432","International Human Resource Management","Significance of multinational complexity and diversity (cultural, economic, demographic, etc.) to the human resource function. Interplay among human resource functions (employee procurement, allocation, utilization), types of employees, and countries of operation. Recommended: BUS 346.",3,"","","Prerequisite: BUS 360W and one of BUS 272 or 381, all with a minimum grade of C-; 60 units.","",FALSE,FALSE
"79","BUS 434","Foreign Market Entry","Examines various topics related to a firm's entry into international markets and the means of sustaining a formidable presence vis-a-vis competitors in foreign markets. Begins with an overview of the historical evolution of the globalization process, the internationalization process of individual firms, challenges that internationalizing firms face in terms of differences in culture and political risk among various host markets entered, and models of multinational companies, and then builds on this background in providing an overview and in-depth coverage of important entry modes such as licensing/franchising, JVs/alliances, acquisitions/mergers with specific focus on managing these modes of entry in an international setting. Recommended: BUS 346. Students who have taken BUS 492 (Topic: Foreign Market Entry) may not take this course for further credit.",3,"","","Prerequisite: BUS 360W with a minimum grade of C-; 60 units.","",FALSE,FALSE
"80","BUS 435","Management of International Firms","Strategic requirements for the management of multinational corporations. Firm-specific and institutional challenges facing global managers in formulating and implementing profitable strategies. Recommended: BUS 346.",3,"","","Prerequisite: BUS 360W with a minimum grade of C-; 60 units.","",FALSE,FALSE
"81","BUS 437","Decision Analysis in Business","A seminar in the use of Bayesian techniques in business decisions.",3,"","","Prerequisite: BUS 336, 360W, both with a minimum grade of C-; 60 units; OR Data Science majors with BUS 360W with a minimum grade of C- and 60 units.","",FALSE,FALSE
"82","BUS 439","Analytics Project","Examines complex, real-world decision making issues using an evidence-based approach that employs decision making strategies involving statistics, data management, analytics, and decision theory. Through a major decision making project within the community, students will experience first-hand the process of consultation, data acquisition, analysis, and recommendation. The data in the project will be proprietary to the community partners and students thus need to sign a non-disclosure agreement. A non-disclosure agreement template is attached to the course outline. The results of the project will remain the intellectual property of the students; notwithstanding, those results will be shared with the data provider. Students also have an option to complete a project with non-proprietary data.",3,"","","Prerequisite: BUS 345 or BUS 440, BUS 360W, BUS 437 or BUS 441, BUS 445, BUS 462, and BUS 464, all with a minimum grade of C-; 90 units; OR Data Science majors with BUS 360W, BUS 445, CMPT 354, all with a minimum grade of C- and 90 units.","",FALSE,FALSE
"83","BUS 440","Simulation in Management Decision-making","Development and use of simulation models as an aid in making complex management decisions. Hands on use of business related tools for computer simulation. Issues related to design and validation of simulation models, the assessment of input data, and the interpretation and use of simulation output.",4,"","","Prerequisite: BUS 336, 360W, both with a minimum grade of C-, 60 units; OR Data Science majors with BUS 360W with a minimum grade of C-, 60 units.","",FALSE,FALSE
"84","BUS 441","Web Analytics","Adopting an experimental approach and being responsive to customer and competitor reactions is an essential skill set to firms and organizations. Situated in the data-rich environment of digital media and channels like websites or search engines, this course is designed to help students develop ""probe and learn"" skills, which translate beyond web and digital management, and help them acquire hands-on experience in using analytics tools to manage digital marketing campaigns.",3,"","","Prerequisite: BUS 360W, BUS 343, both with a minimum grade of C-; 60 units.","",FALSE,FALSE
"85","BUS 443","New Product Development and Design","Understand how to develop and launch new products that will be successful with customers. Students will learn to: identify product/service opportunities; generate and evaluate concepts; develop concepts into products; launch new products.",3,"","","Prerequisite: BUS 360W (or another upper division Writing (W) course), 343, both with a minimum grade of C-; 60 units.","",FALSE,FALSE
"86","BUS 444","Business to Business Marketing","This course deals with the marketing of products and services to industrial and other non-consumer sector buyers. The student will be expected to apply previously acquired marketing skills to purchasing situations which arise between organizations. Due to the nature of manufacturing activity in this province, industrial marketing will be approached from a resource industry based standpoint where discussions permit.",3,"Students with credit for BUS 344 may not complete BUS 444 for further credit.","","Prerequisite: BUS 343, 360W, both with a minimum grade of C-; 60 units.","",FALSE,FALSE
"87","BUS 445","Customer Analytics","Exposes students to the art of using analytic tools from across the spectrum of data mining and modeling to provide powerful competitive advantage in business. Students will learn to recognize when a method should or should not be used, what data is required, and how to use the software tools. Areas covered include database marketing, geospatial marketing and fundamental strategic and tactical decisions such as segmentation, targeting and allocating resources to the marketing mix.",3,"","","Prerequisite: BUS 343, 336, 360W, all with a minimum grade of C-, 60 units; OR Data Science majors with BUS 343, 360W, both with a minimum grade of C-, and 60 units.","",FALSE,FALSE
"88","BUS 446","Marketing Strategy in Sports, Entertainment and Other Creative Industries","Focuses on the analysis of market problems and opportunities and the development of appropriate strategies, in creative industries. Industries explored may include arts, sports, or entertainment, but the focus may vary from term to term to reflect developments in the creative industry’s marketing landscape. Topics include: analytical techniques, strategic planning methods and managerial problems of planning. Case analysis and problem solving will be the major orientation of the course. Students who have taken BUS 493 when the subject of the course was Sports and Entertainment Marketing may not take BUS 446 for further credit.",3,"","","Prerequisite: BUS 343, 347, 360W, all with a minimum grade of C-; 60 units.","",FALSE,FALSE
"89","BUS 447","Global Marketing Management","The marketing of goods and services in an international context, with emphasis on Pacific Rim countries. Theoretical concepts, environmental influences. Researching and forecasting international markets. The management of international marketing. Recommended: BUS 346.",3,"","","Prerequisite: BUS 343, 360W, both with a minimum grade of C-; 60 units.","",FALSE,FALSE
"90","BUS 448","Integrated Marketing Communications","An integrative approach to the study of promotion including advertising publicity, personal selling and sales promotion; evaluation of the role promotion has in marketing and the economy; formulation and analysis of promotional goals, planning, organizing and controlling; utilization of market research studies; forecasting, budgeting, media selection; promotion institutions.",3,"","","Prerequisite: BUS 347, 360W, both with a minimum grade of C-; 60 units.","",FALSE,FALSE
"91","BUS 449","Ethical Issues in Marketing","A critical examination of topics such as consumerism, marketing ethics, and social responsibility, efficiency of marketing or ecological marketing. The particular emphasis may vary depending on the interests of the class and instructor.",3,"","","Prerequisite: BUS 343, 360W, both with a minimum grade of C-; 60 units.","",FALSE,FALSE
"92","BUS 450","Managing Emerging Opportunities","Develops abilities to monitor social, cultural, commercial, political and technical developments to forecast and assess emerging technologies. Forecasting methods including expert opinion, trend analysis and scenario construction will be discussed. Selected emerging technologies will be examined through invited speakers and videos. Recommended: BUS 338.",3,"","","Prerequisite: BUS 360W (or another upper division Writing (W) course) with a minimum grade of C-; 60 units.","",FALSE,FALSE
"93","BUS 453","Sustainable Innovation","Challenges associated with continuing innovation are examined and students work to generate innovative solutions by challenging existing economic models. Students learn about sustainable opportunity, recognition, and screening, and understand how great ideas to 'save the planet' can get off the ground. Recommended: BUS 338.",3,"Students with credit for BUS 494 when offered as Sustainable Innovation may not complete this course for further credit.","","Prerequisite: BUS 360W (or another upper division Writing (W) course) with a minimum grade of C-; 60 units.","",FALSE,FALSE
"94","BUS 455","Product & Brand Management","Designed for students seeking a position in product management, topics include defining the role of the product manager; understanding your product as a business; organizational structures, informal networks and how the influential product manager taps into them; product lifecycles (PLC); building visibility and cross-functional teams; competitor analysis; pricing methods and the 4Ps. If students took Product & Brand Management as a selected topics (BUS 491, 492, 493, 494, 495, 496) they may not receive further credit for this course.",3,"","","Prerequisite: BUS 254, BUS 343, BUS 360W, all with a minimum grade of C-; 90 units.","",FALSE,FALSE
"95","BUS 459","Services Marketing","Increases students' sensitivity to the marketing concepts previously studied as applied to service industries, and familiarizes students with the management problems of service marketing managers. Students who have taken BUS 490-495 under the same topic may not take this course for further credit.",3,"","","Prerequisite: BUS 343, 347 and 360W, all with a minimum grade of C-; 60 units.","",FALSE,FALSE
"96","BUS 462","Business Analytics","Utilizes technology to support analysis and decision making abilities by identifying, analyzing and effectively reporting important business information. Concepts of data warehousing, data mining and visualizing data are introduced. A variety of software applications are used to demonstrate tools and techniques that support analysis and decision making for managers.",3,"","Corequisite: BUS 336 can be taken concurrently.","Prerequisite: BUS 336, BUS 360W, BUS 362, all with a minimum grade of C-; 60 units.","",FALSE,FALSE
"97","BUS 464","Business Data Management","Focuses on the design and use of integrated database management systems in organizations. Students create data models for capturing and storing data from business operations, organizing it for deriving business intelligence, aggregating and visualizing the information for decision-making. Structured query language is primarily used for all the above data management activities.",3,"","","Prerequisite: BUS 360W, 362, both with a minimum grade of C-; 60 units.","",FALSE,FALSE
"98","BUS 465","Business Systems Development","Focuses on the practical application of business technology management knowledge and skills to develop business systems. Students will learn how to apply knowledge from prior MIS courses and develop applications for Internet-enabled businesses. Students will conceptualize data and functional requirements for business software. The course will thus deepen skills in process logic, data management, and user interface design in business domains. Recommended: BUS 464, CMPT 354.",3,"Students with credit for BUS 492 (Summer 2017) may not take this course for further credit.","","Prerequisite: BUS 360W, BUS 362, both with a minimum grade of C-.","",FALSE,FALSE
"99","BUS 466","Web-Enabled Business","Explores strategic issues and technologies in contemporary web-based business, from the evolution of business applications on the Internet through to contemporary Open Source and Web 2.0 applications. In depth exploration of new technology and business applications related to these technologies.",3,"","","Prerequisite: BUS 237, BUS 360W, BUS 362, all with a minimum grade of C-; 60 units.","",FALSE,FALSE
"100","BUS 468","Managing Information Technology for Business Value","Focuses both on current issues (e.g. build/buy, outsourcing, alignment) and emerging issues (e.g. social networking, utility computing, knowledge management and privacy) in obtaining value from information technology.",3,"","","Prerequisite: BUS 237, BUS 360W, BUS 362, all with a minimum grade of C-; 90 units.","",FALSE,FALSE
"101","BUS 471","Strategic Decision Making","In today’s highly dynamic, complex and information-rich business environment, strategic decision-making skills are crucial. Students will learn about the biases and heuristics that are most relevant for strategic decision-making. Students will receive training to raise awareness for and overcome common biases and generate efficiencies in decision-making through leveraging value from heuristics. Students will also experience and learn about strategic decision-making in teams to become inclusive leaders and successful strategists.",3,"","","Prerequisite: 60 units; BUS 360W with a minimum grade of C-.","",FALSE,FALSE
"102","BUS 473","Advanced Operations Management","The systems approach to management of operations including the design, implementation, control and improvement of processes in order to grow social, environmental, and economic value for stakeholders involved in bringing goods and services to market.",3,"","","Prerequisite: BUS 373, BUS 360W, both with a minimum grade of C-; 60 units.","",FALSE,FALSE
"103","BUS 474","Supply Chain Management","Exploration of the entire network of companies that work to design, produce, distribute, service and recycle their goods and services to customers. Efficient flow of information, material and finances along the entire chain allows firms to collaborate in a manner that benefits both corporations and customers. Analysis of the broader supply chain enables improvements in procurement, customer response time, risk sharing, on-time delivery, inventory levels, and transportation and global logistics. Students who have taken BUS 490-495 under this topic may not take this course for further credit.",3,"","","Prerequisite: BUS 360W, 336 and 473, all with a minimum grade of C-; 60 units.","",FALSE,FALSE
"104","BUS 475","Sustainable Operations","Examines key challenges and opportunities organizations face in integrating sustainable business practices within corporate strategy. Identifies organizational capabilities needed to support existing sustainable commitments and strategies to allow for innovation.",3,"Students with credit for BUS 49X Selected Topics (Sustainable Operations) may not take this course for further credit.","","Prerequisite: BUS 360W with a minimum grade of C-; 60 units.","",FALSE,FALSE
"105","BUS 476","Make Change Studio IV - Promotion, Packaging and Launch - Launching a Design-Led Business","Immerses students in the development and launch of at least one sustainable product or service offering and business model. Students will develop production, operating, communication and marketing plans, and produce and then deliver products and services to real customers. The course culminates in students taking their products and services to market at a public venue. BUS 360W (or another upper division Writing (W) course) with a minimum grade of C-.",4,"","Corequisite: IAT 430.","Prerequisite: IAT 330 and BUS 339, with a minimum grade of C-, or instructor permission to enroll in the course.","",FALSE,FALSE
"106","BUS 477","Startup Experience","This experiential course will expose students to the planning and development process of creating a startup. Emphasis is placed on integrating and applying all of the foundational skills acquired in previous entrepreneurship and innovation classes in a real world setting. Recommended: BUS 314, BUS 361.",4,"","","Prerequisite: BUS 338, BUS 360W (or another upper division Writing (W) course), both with a minimum grade of C-; 60 units.","",FALSE,FALSE
"107","BUS 478","Strategy","Students will demonstrate strategic decision making and critical thinking skills by integrating knowledge and skills acquired in prior course work within the various functional areas of business. Students will conduct rigorous and comprehensive strategic analyses of firms and industries which relate to the strategic fit between internal and external organizational environments, competitive dynamics over an industry’s life cycle, and value creation and competitive advantage through the development of effective corporate and business-level strategies.",3,"","","Prerequisite: BUS 207 (or ECON 201 or ECON 301), BUS 312, 343, 360W and either BUS 374 or 381, all with a minimum grade of C-; 90 units.","",FALSE,FALSE
"108","BUS 479","Strategy Analysis Practicum","A project study that enables students to work on contemporary business problems, requiring them to apply their foundation knowledge in business and advanced analytical skills. Feasible projects will be identified by the course instructor, in collaboration with the career management office at Beedie.",3,"","Corequisite: BUS 478.","Prerequisite: BUS 360W with a minimum grade of C-; 90 units.","",FALSE,FALSE
"109","BUS 481","Recruitment and Selection","Design and administration of recruiting and selections mechanisms. Analysis of procedures and skills that are used to translate strategic objectives into staffing decisions. How these mechanisms are affected by internal and external factors such as person-organization fit, labor markets, government legislation and technology.",3,"","","Prerequisite: BUS 381 and 360W, with a minimum grade of C-; 60 units.","",FALSE,FALSE
"110","BUS 482","Performance Management","The design and implementation of performance management systems. How these systems articulate organizational mission, strategy and goals, provide organizational and individual standards, and integrate systems and procedures within the context of organizational culture and practices.",3,"","","Prerequisite: 60 units; BUS 272, 381 and 360W, all with a minimum grade of C-.","",FALSE,FALSE
"111","BUS 483","Introduction to Employment Law For Business","Provides a solid foundation for students in understanding the legal obligations, statutes, and limitations within provincial legislation that govern employment relationships in non-union contexts. Additionally, will explore the legal aspects of matters of particular importance for managers faced with human resource policy decisions.",3,"","","Prerequisite: BUS 393, BUS 360W, both with a minimum grade of C-; 60 units.","",FALSE,FALSE
"112","BUS 484","Employment Systems","Examination of the day-to-day administration of various employment systems in both unionized and non-unionized settings. Employment systems have implications for how conflicts between employee and employer interests are resolved, for the attainment of due process in the workplace, and for the flexibility and efficiency of work organization. Characteristics and outcomes of various employment systems will be examined.",3,"","","Prerequisite: BUS 381 and 360W, with a minimum grade of C-; 60 units.","",FALSE,FALSE
"113","BUS 485","Negotiations and Conflict Management","Negotiation is the art and science of securing agreements between two or more parties that are interdependent and who are seeking to maximize their outcomes. The purpose of this course is to understand the theory and processes of negotiation as it is practiced in a variety of settings. The course will allow participants the opportunity to develop these skills experientially and to understand negotiation in useful analytical frameworks.",3,"Students with credit for BUEC 485 may not take BUS 485 for further credit.","","Prerequisite: BUS 272, 360W, and either 374 or 381, all with a minimum grade of C-; 60 units.","",FALSE,FALSE
"114","BUS 486","Leadership","Addresses theoretical foundation and research associated with leadership, including a critical assessment of what leaders do. Issues such as gender and leadership, leadership ethics, and culture and leadership will be examined. Students who have taken BUS 490-495 under this topic may not take this course for further credit.",3,"","","Prerequisite: BUS 272, 360W, and either 374 or 381, all with a minimum grade of C-; 60 units.","",FALSE,FALSE
"115","BUS 487","Organizational Development and Change Management","Theories and methods of planned change in organizations with an emphasis on the psychological, cultural and structural issues of implementing change.",3,"","","Prerequisite: BUS 360W and (BUS 374 or BUS 381), all with a minimum grade of C-; 60 units.","",FALSE,FALSE
"116","BUS 488","Group Dynamics and Teamwork","Interpersonal and group behaviour in organizational contexts, including group development, team building, interpersonal communications, interpersonal conflict, group problem-solving and decision-making.",3,"","","Prerequisite: BUS 360W and (BUS 374 or BUS 381), all with a minimum grade of C-; 60 units.","",FALSE,FALSE
"117","BUS 489","Management Practices for Sustainability","Businesses are realigning and in some cases, reinventing their organizations toward more sustainable business models. Management systems and initiatives will be examined that enable organizations to reduce their firms' negative environmental and social impacts while, in many cases, increasing profits and competitive advantage. Students who have taken BUS 457 cannot take this course for further credit.",3,"","","Prerequisite: BUS 360W and (BUS 381 or BUS 374), all with a minimum grade of C-; 60 units.","",FALSE,FALSE
"118","BUS 490","Selected Topics in Business Administration","The subject matter will vary from term to term depending upon the interests of faculty and students. BUS 360W with a minimum grade of C-; 60 units.",1,"","","Prerequisite: Will vary according to topic.","",FALSE,FALSE
"119","BUS 491","Selected Topics in Business Administration","The subject matter will vary from term to term depending upon the interests of faculty and students. BUS 360W with a minimum grade of C-; 60 units.",2,"","","Prerequisite: Will vary according to topic.","",FALSE,FALSE
"120","BUS 492","Selected Topics in Business Administration","The subject matter will vary from term to term depending upon the interests of faculty and students.",3,"","","Prerequisite: As stated by the faculty at the time of offering and BUS 360W with a minimum grade of C-; 60 units.","",FALSE,FALSE
"121","BUS 493","Selected Topics in Business Administration","The subject matter will vary from term to term depending upon the interests of faculty and students.",3,"","","Prerequisite: As stated by the faculty at the time of offering and BUS 360W with a minimum grade of C-; 60 units.","",FALSE,FALSE
"122","BUS 494","Selected Topics in Business Administration","The subject matter will vary from term to term depending upon the interests of faculty and students.",3,"","","Prerequisite: As stated by the faculty at the time of offering and BUS 360W with a minimum grade of C-; 60 units.","",FALSE,FALSE
"123","BUS 495","Selected Topics in Business Administration","The subject matter will vary from term to term depending upon the interests of faculty and students.",4,"","","Prerequisite: As stated by the faculty at the time of offering and BUS 360W with a minimum grade of C-; 60 units.","",FALSE,FALSE
"124","BUS 496","Professional Development - Summit","Final professional development course within the bachelor of business administration enables students to think about what they have learned and experienced as part of their academic and learning journey. This course helps students to identify and explain their transformation as a learner and how that applies to their career journey and development.",1,"","","Prerequisite: BUS 300, BUS 360W, both with a minimum grade of C-; 95 units.","",FALSE,FALSE
"125","BUS 498","Directed Studies","Independent reading and research on topics selected in consultation with the supervising instructor. Variable units: 1, 2, 3, 4, 5.",3,"","","Prerequisite: Permission of the faculty and BUS 360W with a minimum grade of C-; 60 units.","",FALSE,FALSE
"126","BUS 499","Directed Studies","An intensive and independent reading and research course on topics selected in consultation with the supervising instructor, and approved by the dean of the faculty. Variable units: 1, 2, 3, 4, 5.",5,"","","Prerequisite: Permission of the faculty and BUS 360W with a minimum grade of C-; 60 units.","",FALSE,FALSE
"127","BUS 510","Financial and Managerial Accounting","Concepts and principles in financial accounting from the user perspective and the use of accounting information for managerial decisions. Students who have taken BUS 705 or BUS 766 may not take this course for further credit.",4,"","","","",FALSE,FALSE
"128","BUS 511","Business Ethics","An examination and review of contemporary thinking on the changing role of business and business persons in the operations of society. This course examines how we make good ethical decisions, how we act on those decisions, and the impact of our ethical decisions on the reputational capital of individuals and firms. Students who have taken BUS 707 or BUS 753 may not take this course for further credit.",2,"","","","",FALSE,FALSE
"129","BUS 552","Managerial Economics","Applications of economic theory to business problems. Students who have taken BUS 703 or BUS 751 may not take this course for further credit.",4,"","","","",FALSE,FALSE
"130","BUS 553","Business Analytics","The use of quantitative or statistical techniques in managerial decision making. Students who have taken BUS 706 may not take this course for further credit.",4,"","","","",FALSE,FALSE
"131","BUS 554","Information Technology Management","Developing and maintaining a good understanding of the relationship between IT and organizational performance is important to your career. You will be expected to adopt a broader perspective that includes IS managers, business and executive managers, senior bureaucrats and top level strategists. The focus is to create knowledge / primary understanding of how management information systems can be effectively and efficiently applied by managers. Students may apply for advance credit for BUS 756 or BUS 739.",4,"","","","",FALSE,FALSE
"132","BUS 555","Managerial Finance","An overview of investment and financing decisions of the firm, including valuation, capital expenditures, financial markets, dividend and financial policy. Students who have taken BUS 708 or BUS 764 may not take this course for further credit.",4,"","","Prerequisite: BUS 510 or equivalent.","",FALSE,FALSE
"133","BUS 556","Marketing Management","An introduction to the application of pricing, promotion, channel selection and product planning to marketing decisions. Students who have taken BUS 754 may not take this course for further credit.",4,"","","","",FALSE,FALSE
"134","BUS 557","Managing People and Organizations","Issues in the behaviour of people in organizations, and human resource management practices that influence employee behaviour. Students who have taken BUS 719 may not take this course for further credit.",4,"","","","",FALSE,FALSE
"135","BUS 558","Special Topics","",3,"","","","",FALSE,FALSE
"136","BUS 559","Special Topics","",4,"","","","",FALSE,FALSE
"137","BUS 560","Directed Studies","",3,"","","Prerequisite: Requires prior permission of the academic director.","",FALSE,FALSE
"138","BUS 561","Special Topics","",2,"","","","",FALSE,FALSE
"139","BUS 562","Special Topics","",2,"","","","",FALSE,FALSE
"140","BUS 563","Social Entrepreneurship and Innovation","Social entrepreneurs are innovative, resourceful and use market-based approaches to find new solutions to social, economic and environmental challenges. Application of Social Entrepreneurial concepts in a practical manner to issues you care about. Focus on real world problems and the elements that leaders need to consider when building impactful and economically viable ventures.",4,"","","","",FALSE,FALSE
"141","BUS 564","Innovation and Design Thinking","Explores a method of problem solving based on design that can be effective in dealing with challenging social problems. Includes deep user understanding and analysis of the social, economic and technological issues surrounding the problem, by learning and applying tools that push us to think differently about users' needs.",4,"","","","",FALSE,FALSE
"142","BUS 565","Social Entrepreneurship Field Project","Students will work on field projects developing an innovative, market based approach to a social problem, either in collaboration with a community partner organization or working on an entrepreneurial initiative of their own. In addition to the instructor each team will have exposure to experts, investors and entrepreneurs who will provide feedback and guidance.",4,"","","","",FALSE,FALSE
"143","BUS 570","Project Management","Being able to manage projects is a critical skill for all leaders, since it gives you the knowledge to deliver strategic change to the organization. Project Management is a combination of technical skills and soft skills, both of which will be discussed and practiced in this course. This course is the educational preparation needed to qualify to write the Certified Associate in Project Management exam offered by PMI.",4,"Students with credit for BUS 762 may not take this course for further credit.","","","",FALSE,FALSE
"144","BUS 579","Professional Development","Through experiential and applied learning opportunities, students will understand and experience the fundamental components of a job-search and career progression skills for securing employment and achieving career objectives. Co-curricular opportunities will compliment and build upon the learning experience, and contribute to overall development and personal branding. Graded on a satisfactory/unsatisfactory basis.",0,"","","","",FALSE,FALSE
"145","BUS 580","Enabling Results Through Collaboration","Develop ability to harness talents and expand personal and team capacity to solve a complex organizational problem. Students will work to develop themselves as a high performing team. Students will deepen their existing knowledge about teaming and collaboration while working to solve an organizational problem. As part of the process, they will also continue to increase their awareness of self and others. By the end of this course, students should know how to develop and support a high-performing team in their organization.",3,"","","","",FALSE,FALSE
"146","BUS 581","Making Decisions with Data","The fundamentals of statistical analysis, data visualization and business analytics with an emphasis on how to communicate effectively with data in a collaborative team environment. Working with a variety of data sources and software, work in teams to learn how to conduct descriptive and inferential statistics and apply it to business decision making. Understand tools for cleaning and preparing data sets in order to investigate relationships between variables, and to create visualizations to derive meaningful insights. More advanced topics will investigate modelling business decisions using analytical tools such as predictive analytics, multiple regression and decision analysis. Work in teams to develop and interpret models in a variety of applications to business decision making.",3,"","","","",FALSE,FALSE
"147","BUS 582","Accounting Literacy in Organizations","An understanding of generally accepted accounting principles and the ability to use and interpret financial reports. Business drivers, analysis techniques and a deeper understanding of organizational opportunities and challenges to effectively use financial data to support management decisions and planning.",3,"","","","",FALSE,FALSE
"148","BUS 583","Creating Value in Organizations","Analyzing how organizations create value, or impact, is a foundational skill for management. The analysis begins with an understanding of an organization’s value chain and the processes it uses to achieve value and extends to the Business Model Canvas to explore an organization’s model for value creation. Develop skills in analyzing processes from a customer perspective using a design thinking approach and explore customer experience using customer journey maps. Design process innovations using a service design approach. Develop skills in product life-cycle assessment using a systems perspective, and use a design thinking approach to propose reductions in environmental impacts within a product life-cycle.",3,"","","","",FALSE,FALSE
"149","BUS 584","Managing Projects","Project management skills will be developed using both plan-based and agile approaches. Agile methods will include SCRUM techniques. Project management techniques are reinforced with development of a business case using data from enterprise systems. Data integration skills, including structured query language, are introduced and used to develop and present a business case.",3,"","","","",FALSE,FALSE
"150","BUS 585","Financial Literacy in Organizations","Economic models that influence and affect business management. Understand how consumers and firms make economic and business decisions and how they interact in markets. Understand major decision-making areas confronting modern financial managers today. A general understanding of financial markets and how they can be used for personal finance. Covers traditional subjects such as capital budgeting, net present value, risk/return, capital structure and corporate governance.",3,"","","","",FALSE,FALSE
"151","BUS 586","Marketing and Sales","Progress within organizations and society depends not only on innovative ideas but also on persuasion – the ability of innovators to get others to adopt these ideas. This course is designed to provide students with a road-map from understanding organizations’ and consumers’ marketing environments, to collecting and interpreting marketing data, to creating innovative marketing strategies, to effectively communicating these strategies and ideas. The foundations of the course include: (1) an introduction to marketing concepts and research (including digital marketing), (2) the development of a brand (for products, services or people including yourself), (3) presentation design and delivery, and (4) strategic selling and storytelling.",3,"","","","",FALSE,FALSE
"152","BUS 587","Applied Project","The opportunity to apply student learning in the context of a management challenge outside of the classroom. An emphasis is placed on the integration of learning across the core program and reflective practice. Student will integrate their knowledge across courses using an experience outside of the traditional classroom and work in a team to achieve a goal. The course serves as an opportunity to apply skills on a significant management challenge and to reflect on, and communicate about, students’ management practices.",3,"","","","",FALSE,FALSE
"153","BUS 588","Strategic Consulting and Advising","Uses case studies to reinforce techniques for problem identification, data collection, strategic analysis, aligning objectives, establishing key requirements, determining scope, presenting recommendations and developing time and material estimation for initiatives. Provides the tools and techniques that are important in relationship management and serving in the role as a trusted advisor for an organization.",3,"","","","",FALSE,FALSE
"154","BUS 589","Business Solutions Design","The support of business solutions through Client Server Architecture (CSA), Service Oriented Architecture (SOA) and cloud computing is introduced. These architectures are contrasted with a management perspective in different industries and technical environments. Business perspectives on system development methodologies including traditional, agile and hybrid methods are discussed. Transforming organizations by aligning technical infrastructure with strategic directives is considered in the overall context of service design.",3,"","","","",FALSE,FALSE
"155","BUS 590","Innovation and Change Management","As digital technologies advance, an organization’s ability to innovate will be key to delivering value through technological change. Key skills supporting this innovation include identifying opportunities, assessing their net impact and, if potential is identified, initiating and managing positive organizational change. A focus will be placed on developing creativity skills, supported with feedback and critical assessment skills, in a team environment. Models for managing change within organizations will be examined to identify important factors impacting change within organizations. These skills should develop your ability to positively contribute to organizational change.",3,"","","","",FALSE,FALSE
"156","BUS 591","Strategic Applied Project","Undertake a team-based strategic business analysis and develop a document with supporting appendices. The student teams will be supported by the instructor and an industry partner. The instructor will negotiate the purpose, content and deliverables of each project with the students and the sponsoring organization. Common topics include a process innovation proposal, in-depth analysis of a business solution, or a detailed project plan.",6,"","","","",FALSE,FALSE
"157","BUS 592","Special Topics","",3,"","","","",FALSE,FALSE
"158","BUS 600","Orientation","The IBL orientation course is an intensive 1-day program for students to meet each other and to develop strategies for academic success. Through experiential learning and team building activities students develop understanding and skills for contributing effectively in team-based learning environment. Students will learn about academic expectations as well as resource support available at SFU. This course is graded on a Satisfactory/Unsatisfactory basis.",0,"","","Prerequisite: Only for students in the Indigenous Business Leadership.","",FALSE,FALSE
"159","BUS 603","Structure and Change in Organizations","This course applies contemporary organizational theory to the managerial challenges of entrepreneurial, corporate, public sector and not-for-profit organizations in the areas of organizational structure and change, adapting the organizations to their changing environment, and articulating alternate plans for organizational survival (and where possible, growth). Equivalent Courses: MBA603.",4,"","","","",FALSE,FALSE
"160","BUS 606","Finance","Provides a solid grounding in the principles of business finance. Students are introduced to important financial tools and gain an appreciation of how business decisions impact financial performance and shareholder value. Equivalent Courses: MBA606.",4,"","","","",FALSE,FALSE
"161","BUS 607","Strategy","Analysis of strategic issues affecting the success of the total enterprise and its sub-units. The course includes industry analysis, internal analysis of the core competencies and value chains that enable corporate and business level strategies, the evolution of strategy and how that occurs in different environments and organizational types, and implementation issues organizations face when enacting strategies. Equivalent Courses: MBA607.",4,"","","","",FALSE,FALSE
"162","BUS 608","Indigenous Business Leadership and Organization","Explores the topics of organization theory and leadership in developing the potential of Indigenous leadership to drive meaningful change. Topics include intergenerational legacies in Indigenous contexts and leadership capabilities necessary to respond to the needs and aspirations of Indigenous communities.",4,"","","Prerequisite: Only for students in the IBL EMBA program.","",FALSE,FALSE
"163","BUS 610","Directed Studies in Business Administration","Individual study with a faculty member. The course outline must be approved by the graduate program committee.",2,"","","","",FALSE,FALSE
"164","BUS 611","Directed Studies in Business Administration","Individual study with a faculty member. The course outline must be approved by the graduate program committee.",4,"","","","",FALSE,FALSE
"165","BUS 612","Directed Studies in Business Administration","Individual study with a faculty member. The course outline must be approved by the graduate program committee.",4,"","","","",FALSE,FALSE
"166","BUS 614","Entrepreneurship and Innovation in Indigenous Communities","Explores the development and assessment of ideas and opportunities and considers the impact that Indigenous entrepreneurship can have on supporting and developing Indigenous communities. Discusses how to attract and develop resources to enact ideas and deliver value from identified opportunities.",4,"","","Prerequisite: Only for students in the IBL EMBA program.","",FALSE,FALSE
