"","Course Code","Course Name","Course Description","Credit Amount","Antirequisite","Corequisite","Prerequisite","Breadth Category","Quantitative Requirement","Writing Requirement"
"90","ECON 828","Experimental Methods in Economics","The course will deal with experimental methodology and design. A number of topics will be covered in the three main areas of experimental economics: markets, games and strategic interaction, and individual decision-making. Students will be expected to design and conduct their own experiments under the supervision of the instructor.",4,"","","","",FALSE,FALSE
"91","ECON 831","Mathematical Economics","Introduction to mathematics required for PhD level coursework and research in economics. Topics may include real analysis, analysis on metric spaces, differential calculus, convexity, and optimization. Graded on a satisfactory/unsatisfactory basis.",4,"","","Prerequisite: ECON 331.","",FALSE,FALSE
"92","ECON 832","Computational Methods in Economics","The first part of the course will focus on dynamic optimization problems, with an emphasis on dynamic programming. Applications may include growth, business cycles, monetary and fiscal policy, and optimal contracts. The second part of the course will focus on models of learning and bounded rationality. Genetic and stochastic approximation algorithms will be studied. Applications may include the stability of rational expectations equilibria, the evolution of institutions and social conventions, and models of robust control and Knightian uncertainty.",4,"","","Prerequisite: ECON 802, 807 or 808, or with the approval of the instructor.","",FALSE,FALSE
"93","ECON 835","Econometrics","An introduction to econometric theory. Applications of econometric methods to both time series and cross-section data. Offered once a year.",4,"","","Prerequisite: ECON 435 and ECON 798.","",FALSE,FALSE
"94","ECON 836","Applied Econometrics","A 'hands-on' course in implementing econometric techniques for empirical investigation of economic issues.",4,"","","Prerequisite: ECON 835 or equivalent.","",FALSE,FALSE
"95","ECON 837","Econometrics I","Develops a foundation for econometric theory and applied econometrics. Topics may include an introduction to measure and probability theory, integration and mathematical expectations, stochastic limit theory, asymptotic theory, mathematical statistics, multiple linear regression, and an introduction to GMM and maximum likelihood estimation.",4,"","","Prerequisite: ECON 835 or equivalent.","",FALSE,FALSE
"96","ECON 838","Econometrics II","Develops the core tools of theoretical and applied econometrics including time series, cross sectional, and panel data methods. Topics may include limited dependent variable models, GMM, instrumental variables, ARMA models, unit roots and cointegration, fixed and random effects, incidental parameters, testing, program evaluation, nonlinear regression, semi- and nonparametric methods.",4,"","","Prerequisite: ECON 837.","",FALSE,FALSE
"97","ECON 840","Theory of International Trade","The analytical course dealing with the pure theory of international trade. The motivation of supply and demand in international trade, the dynamic basis of trade, the role of the price mechanism and of income changes in international trade. Specific problems may be considered, such as the theoretical case for free and multilateral trade, and the theory of customs unions.",4,"","","","",FALSE,FALSE
"98","ECON 842","International Monetary Economics","Balance of payments theory, foreign exchange theory, and adjustment processes. A range of applied problems will be dealt with such as the operation of exchange rates, analysis of exchange rate systems, exchange control and the processes of short and long term capital movements in international trade.",4,"","","","",FALSE,FALSE
"99","ECON 855","Theories of Economic Development","Characterization of non-growing economies; mechanics of the process of economic development; the role of economic and non-economic factors; structural transformation in economic development.",4,"","","","",FALSE,FALSE
"100","ECON 857","Studies in Economic Development","Examination of the characteristics of a given underdeveloped economy; allocation of resources and factor strategies; historical or contemporary comparisons of public policy and development.",4,"","","","",FALSE,FALSE
"101","ECON 860","Environmental Economics","The analysis of the role of the natural environment in economic system. All economic activity creates waste products (pollution) which must be disposed of back into the natural environment. The socially efficient amount of waste generation and disposal is determined and methods of reaching this level evaluated. This involves the theoretical and empirical determination of the costs and benefits of waste generation and a thorough discussion of the role of government policies: taxes, standards, tradeable emission permits versus private market initiatives (bargaining and green goods) under a variety of assumptions about the economic system. Equivalent Courses: ECON911.",4,"","","","",FALSE,FALSE
"102","ECON 881","Labor Economics","Theoretical analysis of labor in the context of a national resource. Critical examination of the aspects of quantity, quality, allocation and utilization of human resources. Topics given particular attention include labor force participation, structural employment, human capital, incomes policies and the concept of an active manpower policy.",4,"","","Prerequisite: ECON 835.","",FALSE,FALSE
"103","ECON 888","Law and Economics","A study of the economic logic behind property, contract, tort, criminal, and family law, including an analysis of the impact of common, statue, and constitutional law on economic activities.",4,"","","","",FALSE,FALSE
"104","ECON 891","The Economics of Public Choice","Applies economic theory to the analysis of non-market, political choice. Some of the topics studied will be coalition formation and rational voter behavior; allocations under various property rights systems; optimal constitutions; public sector externalities; federalism; discrimination, nationalism and crime.",4,"","","","",FALSE,FALSE
"105","ECON 892","Public Economics: Taxation","The study of the public economics of taxation including income taxation, commodity taxation, and capital taxation. The focus is on the efficiency and distributional aspects of taxation which include the incentive effects of taxation, tax incidence, tax evasion, tax competition, and fiscal federalism.",4,"","","","",FALSE,FALSE
"106","ECON 899","MA Research Paper","The student will write an original research paper in their field of interest. The paper can be empirical or theoretical, in any field of economics, but it should make an original contribution to knowledge.",4,"","","Prerequisite: ECON 802, 807 (or 808), 835, and 836 (or 837).","",FALSE,FALSE
"107","ECON 900","PhD Field Paper","In the summer term following the completion of a PhD student's theory comprehensive exams, the student will enrol in this course. In consultations between the student, the graduate chair, and faculty, the student will be assigned a supervisor for the course. During the term, the student will write a research paper in their field of interest. A satisfactory completion of the course is through the presentation of the paper as an economics department thesis proposal seminar. Graded as satisfactory or unsatisfactory.",0,"","","","",FALSE,FALSE
"108","ECON 911","Selected Topics in Economics","Offered by arrangement.",4,"","","","",FALSE,FALSE
"109","ECON 912","Selected Topics in Economics","Offered by arrangement.",4,"","","","",FALSE,FALSE
"110","ECON 913","Selected Topics in Economics","Offered by arrangement.",4,"","","","",FALSE,FALSE
"111","ECON 921","Directed Readings","Supervised reading in a particular field of specialization. Offered by arrangement.",4,"","","","",FALSE,FALSE
"112","ECON 922","Directed Readings","Supervised reading in a particular field of specialization. Offered by arrangement.",4,"","","","",FALSE,FALSE
"113","ECON 923","Directed Readings","Supervised reading in a particular field of specialization. Offered by arrangement.",4,"","","","",FALSE,FALSE
"114","ECON 984","Comprehensive Examination in Econometrics","Written comprehensive examination in econometrics. Normally taken in the Summer term of the first year of the PhD program. Students have two attempts to pass the exam. Graded on a satisfactory/unsatisfactory basis.",0,"","","Prerequisite: ECON 838.","",FALSE,FALSE
"115","ECON 985","Comprehensive Examination in Microeconomic Theory","Written comprehensive examination in microeconomic theory. Normally taken in the summer term of the first year of the PhD program. Graded on a satisfactory/unsatisfactory basis.",0,"","","Prerequisite: ECON 803, ECON 804.","",FALSE,FALSE
"116","ECON 986","Comprehensive Examination in Macroeconomic Theory","Written comprehensive examination in macroeconomic theory. Normally taken in the summer term of the first year of the PhD program. Graded on a satisfactory/unsatisfactory basis.",0,"","","Prerequisite: ECON 808, ECON 809.","",FALSE,FALSE
"117","ECON 987","Field Comprehensive Examination","Written comprehensive examination in the student's primary field of specialization. Graded on a satisfactory/unsatisfactory basis.",0,"","","","",FALSE,FALSE
"118","ECON 990","PhD Thesis (18)","Graded on a satisfactory/unsatisfactory basis.",18,"","","","",FALSE,FALSE
"119","ECON 991","MA Thesis (18)","Graded on a satisfactory/unsatisfactory basis.",18,"","","","",FALSE,FALSE
"120","ECON 999","MA Project (10)","Graded on a satisfactory/unsatisfactory basis.",10,"","","","",FALSE,FALSE
