"","Course Code","Course Name","Course Description","Credit Amount","Antirequisite","Corequisite","Prerequisite","Lecture","Lab","Tutorial","Reading","Research","Notes"
"77","MAST 332","Techniques in Symbolic Computation","This course is an application‑oriented introduction to symbolic computation, as it applies to algebra, number theory and combinatorics covering the following topics: capabilities of symbolic systems (e.g. MAPLE), modular methods, arithmetic mod p, arithmetic mod m, matrices mod p, Chinese remainder theorem, polynomial factorization mod p. Applications to coding theory and cryptography. Combinatorial algorithms.",3,"Students who have received credit for COMP 367 or COMP 467 may not take this course for credit","","The following courses must be completed previously: MAST 217 or COMP 232 or equivalent; COMP 248 or equivalent; MAST 232",TRUE,FALSE,FALSE,FALSE,FALSE,""
"78","MAST 333","Applied Statistics","Graphical and numerical descriptive methods; Estimation and hypothesis testing; linear regression and correlation; one way ANOVA; contingency and goodness of fit tests. Use of statistical software, e.g. MINITAB.",3,"Students enrolled in a Mathematics and Statistics program who take probability/statistics courses in other departments may not receive credit for this course Students who have received credit for STAT 360, BIOL 322, COMM 215 or GEOG 362 may not take this course for credit","","The following course must be completed previously: MAST 221 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE," Please consult the Mathematics and Statistics undergraduate program advisor "
"79","MAST 334","Numerical Analysis","Introduction to computing softwares; numerical solution of non‑linear equations; interpolations and approximations; quadrature and numerical integration. Notes: Students who have received credit for MATH 354 may not take this course for credit.",3,"Students who have received credit for MATH 354 may not take this course for credit"," The following course must be completed previously or concurrently: MAST 235","The following courses must be completed previously: MAST 219 or equivalent; MAST 232 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"80","MAST 335","Investment Mathematics","Simple and compound interest; annuities; amortization and sinking funds; mortgage schemes; bonds and related securities; capital cost and depletion; spread‑sheet implementation.",3,"Students who have received credit for MATH 326 may not take this course for credit","","The following course must be completed previously: MAST 218 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,"Only three credits will be awarded from MAST 335; ACTU 256 "
"81","MAST 336","Insurance Mathematics","This class provides an overview of techniques used by life insurers, pension plans and Property and Casualty insurers to quantify and measure their liabilities. The course is subdivided into two main parts. The first aims at studying life-contingent liabilities such as life insurance and annuities. The second part provides an overview of methods utilized by Property and Casualty insurers to represent their liabilities.",3,"","","The following course must be completed previously: MAST 221 or equivalent; MAST 335 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"82","MAST 387","Data Science Lab","This lab course offers hands-on exposure to a broad array of problems and tasks frequently encountered in the data science practice. Examples of topics that are covered may include dataset and table construction, data curation and preparation, data exploration, non-traditional data types and large data sets (big data). Extensive programming duties and data analysis projects are assigned to students.",3,"","","The following courses must be completed previously: STAT 280; and MAST 333 or STAT 360",FALSE,TRUE,FALSE,FALSE,FALSE,""
"83","MAST 397","Topics in Mathematics and Statistics","Specific topics for this courses, and relevant prerequisites, are stated in the Undergraduate Class Schedule.",3,"","","",TRUE,FALSE,FALSE,FALSE,FALSE,"The content varies from term to term and from year to year  Students may re-register for this course, provided the course content has changed  Changes in content are indicated by the title of the course "
"84","MAST 398","Reading Course in Mathematics and Statistics","Specific topics for this courses, and relevant prerequisites, are stated in the Undergraduate Class Schedule.",3,"","","",FALSE,FALSE,FALSE,TRUE,FALSE,"The content varies from term to term and from year to year  Students may re-register for this course, provided the course content has changed  Changes in content are indicated by the title of the course "
"85","STAT 249","Probability I","Axiomatic approach to probability; combinatorial probability; discrete and continuous distributions; expectation; conditional expectation; random sampling and sampling distributions.",3,"Students who have received credit for MAST 221 may take STAT 249 for credit only with prior permission of the Department  Students enrolled in a Mathematics and Statistics program who take probability/statistics courses in other departments may not receive credit for this course Students who have received credit for COMP 233 or ECON 221 may not take this course for credit","The following course must be completed previously or concurrently: MATH 264 or equivalent","",TRUE,FALSE,FALSE,FALSE,FALSE," Please consult a Mathematics and Statistics undergraduate program advisor "
"86","STAT 250","Statistics","Point and interval estimation; hypothesis testing; Neyman Pearson Lemma and likelihood ratio tests; introduction to correlation and regression.",3,"Students enrolled in a Mathematics and Statistics program who take probability/statistics courses in other departments may not receive credit for this course"," The following course must be completed previously or concurrently: MATH 265 or equivalent","The following course must be completed previously: STAT 249 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE," Please consult a Mathematics and Statistics undergraduate program advisor "
"87","STAT 280","Introduction to Statistical Programming","This course is an introduction to statistical programming and computational statistics using the R programming language. Basic programming concepts such as data types, control structures, and algorithms are introduced. The course illustrates data manipulation methods, descriptive analyses, and data visualization tools. The use of linear algebra, statistical simulation, and optimization functions is also illustrated. Applications and examples use real data sets.",3,"Students who have received credit for GEOG 264 may not take this course for credit","","The following courses must be completed previously: MATH 203, MATH 204 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"88","STAT 287","Statistics Lab I","This lab is associated with STAT 249 and STAT 250 and features problem‑solving sessions for the probability examination of the Society of Actuaries and the Casualty Actuarial Society.",1,"Students who have received credit for MATH 329 may not take this course for credit","","",FALSE,TRUE,FALSE,FALSE,FALSE,""
"89","STAT 342","Industrial Statistics","Concepts of statistical quality control; X‑bar, R, P, and C control charts, acceptance sampling, sampling inspection, continuous sampling plans.",3,"Students who have received credit for MATH 342 may not take this course for credit","","The following course must be completed previously: STAT 250 or MAST 333",TRUE,FALSE,FALSE,FALSE,FALSE,""
"90","STAT 343","Sample Survey Theory and Applications","Basic sampling designs and estimators; simple random sampling, stratified, cluster and systematic sampling. Sampling with unequal probabilities; ratio and regression methods of estimation.",3,"Students who have received credit for MATH 343 may not take this course for credit","","The following course must be completed previously: STAT 250 or MAST 333",TRUE,FALSE,FALSE,FALSE,FALSE,""
"91","STAT 347","Introduction to Non-Parametric Statistics","",3,"Students who have received credit for MATH 347 may not take this course for credit","","The following course must be completed previously: STAT 250 or MAST 333",TRUE,FALSE,FALSE,FALSE,FALSE,""
"92","STAT 349","Probability II","Markov decision process and applications. Poisson process, queuing theory, inventory theory; applications.",3,"Students who have received credit for MAST 223 may not take this course for credit","","The following course must be completed previously: STAT 249 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"93","STAT 360","Linear Models","Least‑squares estimators and their properties. General linear model with full rank. Analysis of residuals; adequacy of model, lack of fit test, weighted least squares; stepwise regression, Durbin‑Watson statistic; one way and two way analysis of variance.",3,"Students who have received credit for MATH 348, ECON 222 or PSYC 316 may not take this course for credit","","The following course must be completed previously: STAT 250 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"94","STAT 380","Statistical Learning","Supervised learning methods for regression and classification include linear models, variable selection methods, shrinkage, linear and quadratic discriminant, classification and regression trees, K‑nearest neighbours, support vector machines and neural networks. Unsupervised learning methods include clustering approaches and principal component analysis.",3,"Students who have received credit for this topic under a STAT 497 number may not take this course for credit"," The following course must be completed previously or concurrently: STAT 360 or equivalent","The following course must be completed previously: MATH 251 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"95","STAT 385","Introduction to Neural Networks","This course offers an introduction to the theory of prediction with neural networks, demonstrating their construction, estimation, and use in predictive analysis. Various neural network architectures (feedforward, recurrent, convolutional) are presented. Advanced estimation techniques such as regularization and adaptive learning rates are also considered. Several applications of neural networks to common problems faced in practice are finally explored. Students also learn to apply methods seen in class; programming assignments using programming languages such as Python are included.",3,"","","The following courses must be completed previously: MAST 218 or MATH 264; MAST 234 or MATH 251; MAST 333 or STAT 360",TRUE,FALSE,FALSE,FALSE,FALSE,""
"96","STAT 388","Statistics Lab II","This lab will use various softwares such as SYSTAT, SAS, SPLUS, MINITAB for data analysis.",2,"Students who have received credit for MATH 232 may not take this course for credit","","",FALSE,TRUE,FALSE,FALSE,FALSE,""
"97","STAT 449","Advanced Probability","Central limit theorems and law of large numbers, convergence of random variables, characteristic function, moment generating function, probability generating functions, random walk and reflection principle.",3,"Students who have received credit for MATH 451 may not take this course for credit","","The following courses must be completed previously: STAT 250, STAT 349",TRUE,FALSE,FALSE,FALSE,FALSE,""
"98","STAT 450","Mathematical Statistics","Derivation of standard sampling distributions; distribution of order-statistics; estimation, properties of estimators; Rao- Cramer inequality, Rao-Blackwell theorem, maximum likelihood and method of moments estimation, Neyman-Pearson theory, likelihood ratio tests and their properties.",3,"Students who have received credit for MATH 454 may not take this course for credit"," The following course must be completed previously or concurrently: STAT 349","The following course must be completed previously: STAT 250",TRUE,FALSE,FALSE,FALSE,FALSE,""
"99","STAT 452","Introduction to Stochastic Processes","Poisson processes, continuous time Markov process, queuing models, birth and death processes, renewal theory.",3,"Students who have received credit for MATH 353 may not take this course for credit","","The following course must be completed previously: STAT 449",TRUE,FALSE,FALSE,FALSE,FALSE,""
"100","STAT 460","Time Series and Forecasting","Time series, forecasting by trend and irregular components (using multiple regression analysis and exponential smoothing); forecasting seasonal time series, additive and multiplicative decomposition methods, Box‑Jenkins methodology, moving average, autoregressive and mixed models.",3,"Students who have received credit for MATH 443 may not take this course for credit","","The following course must be completed previously: STAT 360",TRUE,FALSE,FALSE,FALSE,FALSE,""
"101","STAT 461","Statistical Simulation","Simulation and Monte‑Carlo techniques; selected topics in operations research.",3,"Students who have received credit for MATH 437 may not take this course for credit","","The following course must be completed previously: STAT 349",TRUE,FALSE,FALSE,FALSE,FALSE,""
"102","STAT 465","Multivariate Statistics","Multivariate normal distribution; estimation and testing of hypothesis about mean vector; multiple and partial correlation; MANOVA; principal components analysis.",3,"","","The following courses must be completed previously: MATH 252; STAT 360 or equivalent",TRUE,FALSE,FALSE,FALSE,FALSE,""
"103","STAT 468","Design of Experiments","Construction and analysis of standard designs, including balanced designs; block designs; orthogonal designs; response surface designs.",3,"","","The following course must be completed previously: STAT 360",TRUE,FALSE,FALSE,FALSE,FALSE,""
"104","STAT 480","Statistical Consulting and Data Analysis","Statistical software packages in SAS or R are used for the analysis of real‑life data sets. Topics involve techniques from generalized linear models, model selection, log‑linear models for categorical data, logistic regression, survival models.",3,"","","The following course must be completed previously: STAT 360",TRUE,FALSE,FALSE,FALSE,FALSE,""
"105","STAT 497","Topics in Statistics","Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",3,"","","",TRUE,FALSE,FALSE,FALSE,FALSE,"The content varies from term to term and from year to year  Students may re-register for this course, provided the course content has changed  Changes in content are indicated by the title of the course "
"106","STAT 498","Reading Course in Statistics","Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",3,"","","",FALSE,FALSE,FALSE,TRUE,FALSE,"The content varies from term to term and from year to year  Students may re-register for this course, provided the course content has changed  Changes in content are indicated by the title of the course "
"107","STAT 499","Honours Project in Statistics","Specific topics for these courses, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",6,"","","",FALSE,FALSE,FALSE,FALSE,TRUE,""
